CONTENT,DATE,AUTHOR,COMMENT_ID,CLASS
"iS/NN IN/NNP TOP/NNP 10/CD ,/, IN/NNP YOUTUBE/NNP TOP/NNP VIEWS/NNP ,/, ON/NNP 9/CD IS/NNP MILEY/NNP CYRUS/NNP :/: http/NN :/: //www.google.ro/url/NN ?/. sa=t/NN &/CC amp/NN ;/: rct=j/CC &/CC amp/NN ;/: q=/CC &/CC amp/NN ;/: esrc=s/CC &/CC amp/NN ;/: source=web/CC &/CC amp/NN ;/: cd=1/NN &/CC amp/NN ;/: ved=0CB8QFjAA/CC &/CC amp/NN ;/: url=http/JJ %/NN 3A/CD %/NN 2F/CD %/NN 2Fen.wikipedia.org/CD %/NN 2Fwiki/CD %/NN 2FList_of_most_viewed_YouTube_videos/CD &/CC amp/NN ;/: ei=OQ3yU9DWC8L4yQOYo4GoAw/CC &/CC amp/NN ;/: usg=AFQjCNGKM-Idplal6kuVKoEkVgdTT2jVLQ/JJ &/CC amp/NN ;/: sig2=OnqZzad3q3CmNBe9nml4gA/CC &/CC amp/NN ;/: bvm=bv.73231344/CC ,/, d.bGQ/NN &/CC amp/NN ;/: cad=rja/NN ﻿/NN",2014-08-18T14:24:05,Mike Music,z123uflrqpqwzvhts23pfr3jht3ue1kaf04,1
http/NN :/: //www.amazon.com/Knight-Dawn-cursed-Daniel-N-ebook/dp/B00MPPQHRI/ref=sr_1_7/JJ ?/. s=digital-text/JJ &/CC amp/JJ ;/: %/NN 3Bie=UTF8/CD &/CC amp/RB ;/: %/NN 3Bqid=1408122684/CD &/CC amp/RB ;/: %/NN 3Bsr=1-7/JJ &/CC amp/JJ ;/: %/NN 3Bkeywords=knight/CD &/CC amp/NN ;/: tag=wattpad-20/JJ some/DT people/NNS are/VBP very/RB talented/VBN but/CC some/DT are/VBP more/RBR talented/JJ but/CC there/EX is/VBZ no/DT sponsor﻿/NN,2014-08-18T18:05:37,Jack Other,z13iupjoosrpzlm5v04cf32q4oqizvsbkdo,1
I/PRP really/RB love/VB this/DT video../NN http/NN :/: //www.bubblews.com/account/389088-sheilcen﻿/JJ,2014-08-19T12:33:11,Sheila Cenabre,z120s1agtmmetler404cifqbxzvdx15idtw0k,1
Hi/NNP Guys/NNP !/. check/NN this/DT awesome/JJ EDM/NNP &/CC amp/NN ;/: House/NNP mix/NN :/: )/) thanks/VBZ a/DT lot../JJ https/NN :/: //soundcloud.com/soundhase/edm-house-mix-2﻿/JJ,2014-08-19T18:59:38,Soundhase,z131ynbp4yepzvz4304cj5ly3oyietfpbj0,1
Hiya😊/NNP I/PRP just/RB started/VBD YouTube/NNP and/CC it/PRP would/MD mean/VB a/DT lot/NN if/IN some/DT of/IN you/PRP could/MD subscribe/VB and/CC watch/VB my/PRP$ first/JJ video/NN ?/. xx﻿/NN,2014-08-20T02:55:54,Elle xox,z13zxxtwurq5cxuiz04cc5xapsypshtipdo,1
Watch/NNP Maroon/NNP 5/CD 's/POS latest/JJS 2nd/CD single/JJ from/IN V/NNP (/( It/PRP Was/NNP Always/NNP You/PRP )/) www.youtube/NN ./. com/watch/VB ?/. v=TQ046FuAu00﻿/NN,2014-08-20T19:04:01,Flynn Rider,z13fwnbh5qusx1olr23bcfgjbxiljjv4u04,1
Help/NNP Please/NNP !/. !/. http/NN :/: //www.gofundme.com/RJanimalcare﻿/NN,2014-08-20T20:18:13,Charles Baptist,z12mvbxwqoz1hlhay04cfnuzfxuwdx1pj54,1
http/NN :/: //www.mediafire.com/download/yvovhafsv5qzzqo/Video.rar/JJ download/NN and/CC make/VB money/NN today/NN ﻿/VBP,2014-08-21T10:25:48,phemion23,z13ccdmpbuuqc32bf04cj3xrcrrjsxozwtk0k,1
http/NN :/: //www.ebay.com/itm/131275322914/NN ?/. ssPageName=STRK/NN :/: MESELX/NN :/: IT/NNP &/CC amp/NN ;/: _trksid=p3984.m1555.l2649/CC ﻿/VB,2014-08-21T21:59:13,anne baba,z12qvlsqppeeyt3gp04cchwaivz4f54bbho,1
&/CC lt/NN ;/: script/NN &/CC gt/NN ;/: document.write/CC (/( '/'' &/CC lt/VBP ;/: a/DT target=/NN ''/'' _self/PRP ''/'' href=/NN ''/'' http/NN :/: //rover.ebay.com/rover/1/710-53481-19255-0/1/JJ ?/. icep_ff3=1/NN &/CC amp/NN ;/: pub=5575096797/CC &/CC amp/NN ;/: toolid=10001/CC &/CC amp/NN ;/: campid=5337555197/NN &/CC amp/NN ;/: customid=bogdan+grigore/NN &/CC amp/NN ;/: ipn=psmain/NN &/CC amp/NN ;/: icep_vectorid=229508/CC &/CC amp/NN ;/: kwid=902099/CC &/CC amp/NN ;/: mtid=824/CC &/CC amp/NN ;/: kw=lg/CC ''/'' &/CC gt/NN ;/: check/VB this/DT out/RP new/JJ arive/NN on/IN ebay/NN &/CC lt/NN ;/: /a/NNP &/CC gt/NN ;/: &/CC lt/NN ;/: img/CC style=/VB ''/'' text-decoration/NN :/: none/NN ;/: border:0/CC ;/: padding:0/NN ;/: margin:0/CC ;/: ''/'' src=/NN ''/'' http/NN :/: //rover.ebay.com/roverimp/1/710-53481-19255-0/1/JJ ?/. ff3=1/NN &/CC amp/NN ;/: pub=5575096797/CC &/CC amp/NN ;/: toolid=10001/CC &/CC amp/NN ;/: campid=5337555197/NN &/CC amp/NN ;/: customid=bogdan+grigore/NN &/CC amp/NN ;/: mpt='+Math.floor/CC (/( Math.random/NNP (/( )/) *999999999/NN )/) +/NN '/'' ''/'' &/CC gt/NN ;/: '/POS )/) ;/: &/CC lt/NN ;/: /script/NNP &/CC gt/NN ;/: &/CC lt/NN ;/: noscript/CC &/CC gt/NN ;/: &/CC lt/NN ;/: a/DT target=/NN ''/'' _self/PRP ''/'' href=/NN ''/'' http/NN :/: //rover.ebay.com/rover/1/710-53481-19255-0/1/JJ ?/. icep_ff3=1/NN &/CC amp/NN ;/: pub=5575096797/CC &/CC amp/NN ;/: toolid=10001/CC &/CC amp/NN ;/: campid=5337555197/NN &/CC amp/NN ;/: customid=bogdan+grigore/NN &/CC amp/NN ;/: ipn=psmain/NN &/CC amp/NN ;/: icep_vectorid=229508/CC &/CC amp/NN ;/: kwid=902099/CC &/CC amp/NN ;/: mtid=824/CC &/CC amp/NN ;/: kw=lg/CC ''/'' &/CC gt/NN ;/: check/VB this/DT out/RP new/JJ arive/NN on/IN ebay/NN &/CC lt/NN ;/: /a/NNP &/CC gt/NN ;/: &/CC lt/NN ;/: img/CC style=/VB ''/'' text-decoration/NN :/: none/NN ;/: border:0/CC ;/: padding:0/NN ;/: margin:0/CC ;/: ''/'' src=/NN ''/'' http/NN :/: //rover.ebay.com/roverimp/1/710-53481-19255-0/1/JJ ?/. ff3=1/NN &/CC amp/NN ;/: pub=5575096797/CC &/CC amp/NN ;/: toolid=10001/CC &/CC amp/NN ;/: campid=5337555197/NN &/CC amp/NN ;/: customid=bogdan+grigore/NN &/CC amp/NN ;/: mpt=/CC [/VBP CACHEBUSTER/NNP ]/NNP ``/`` &/CC gt/NN ;/: &/CC lt/NN ;/: /noscript/NNP &/CC gt/NN ;/: ﻿/CC,2014-08-22T04:50:50,Special Pentrutine,z12jenlhyre0eheyx04ch1aquxfdsvgpd44,1
I/PRP #/# votekatyperry/NN for/IN the/DT 2014/CD MTV/NNP #/# VMA/NNP Best/NNP Lyric/NNP Video/NNP !/. See/NNP who/WP 's/VBZ in/IN the/DT lead/NN and/CC vote/NN :/: http/NN :/: //on.mtv.com/Ut15kX﻿/NN,2014-08-23T05:58:47,zeynep saka,z131tjkgdtvpxzx1i23gctyj5rrluhsvy,1
https/NN :/: //www.facebook.com/pages//CD %/NN D8/NNP %/NN AA/NNP %/NN D8/NNP %/NN AD/NNP %/NN D9/NNP %/NN 85/CD %/NN D9/NNP %/NN 8A/CD %/NN D9/NNP %/NN 84-/CD %/NN D8/NNP %/NN A7/NNP %/NN D8/NNP %/NN AC/NNP %/NN D9/NNP %/NN 85/CD %/NN D9/NNP %/NN 84-/CD %/NN D8/NNP %/NN A7/NNP %/NN D9/NNP %/NN 84/CD %/NN D8/NNP %/NN A7/NNP %/NN D9/NNP %/NN 85/CD %/NN D9/NNP %/NN 88/CD %/NN D8/NNP %/NN B3/NNP %/NN D9/NNP %/NN 8A/CD %/NN D9/NNP %/NN 82/CD %/NN D9/NNP %/NN 89___-music/674732645945877/JJ ﻿/NN,2014-08-23T20:28:41,sleman zezo,z12jzv45snjidxmb004ch3qaotakv1xx50w,1
"Hello/NN !/. I/PRP 'm/VBP Marian/JJ ,/, I/PRP 'm/VBP a/DT singer/NN from/IN Venezuela/NNP !/. I/PRP was/VBD part/NN of/IN a/DT boy-girl/JJ band/NN named/VBN cubik/NN ,/, and/CC I/PRP 'm/VBP now/RB singing/VBG on/IN my/PRP$ own/JJ 'cause/NN I/PRP wanted/VBD to/TO play/VB my/PRP$ own/JJ pop/NN and/CC pop-rock/NN songs/NNS ./. It/PRP would/MD mean/VB a/DT lot/NN if/IN you/PRP could/MD have/VB a/DT look/NN at/IN my/PRP$ channel/NN to/TO check/VB my/PRP$ music/NN and/CC watch/VB my/PRP$ new/JJ video/NN !/. !/. and/CC if/IN u/JJ like/IN ,/, subscribe/NN to/TO it/PRP !/. XOXO/JJ THANKS/NN !/. !/. PS/NN :/: if/IN you/PRP like/VBP a/DT lot/NN my/PRP$ channel/NN ,/, you/PRP can/MD share/NN it/PRP with/IN your/PRP$ friends/NNS !/. !/. Haha/NN !/. !/. LOL/NNP MARIAN﻿/NNP",2014-08-24T03:57:52,MarianMusicChannel,z13nuzezjmfpcjqzm04cftuaxpb3gjmxevw0k,1
"katy/NN perry/NN does/VBZ remind/VB me/PRP of/IN a/DT tiger/NN ,/, like/IN as/IN if/IN its/PRP$ her/PRP$ spirit/NN animal/NN :3/NNP &/CC lt/NN ;/: 3﻿/CD",2014-08-24T17:17:17,Daniel Korp,z121tz2zhzjgercem23yttsqvnuijljql04,0
In/IN what/WP South/NNP American/JJ jungle/NN or/CC any/DT jungle/NN for/IN that/DT matter/NN do/VBP you/PRP find/VB an/DT African/JJ elephant/NN and/CC a/DT bengal/JJ tiger/NN in/IN the/DT same/JJ place/NN ./. Who/WP made/VBD this/DT video.﻿/NN,2014-08-25T05:37:22,Paul Hannam,z13hyv0ixuavuliyt04cix1j5t3qgpggce4,0
http/NN :/: //9gag.com/gag/aAVpwj9//JJ =/NN )/) ﻿/NN,2014-08-26T02:44:42,Miguel Del Valle,z124czqqpmefyrxa204cd5jgrwqoctipvuo0k,1
ima/JJ rapper/NN trying/VBG to/TO get/VB notice/JJ please/NN check/VB out/IN my/PRP$ mixtape/NN datpiff.com/mixtapes-detail.php/NN ?/. id=633807﻿/NN,2014-08-27T09:30:35,DicesMusic .,z131zf0iwvjihbgp404cjtkqvzrbibkprjs,1
"Its/PRP$ a/DT good/JJ song/NN and/CC i/NN like/IN her/PRP$ video/NN clip/NN ,/, because/IN its/PRP$ a/DT bout/NN a/DT girl/NN that/IN her/PRP$ airplane/NN crashed/VBN on/IN a/DT land/NN far/RB far/RB away/RB .../: and/CC she/PRP found/VBD the/DT way/NN to/TO survive/VB !/. And/CC i/JJ love/VBP the/DT pet/NN tiget/VB too/RB (/( Kitty/NNP Purpy/NNP )/) lol/NN :/: D﻿/NN",2014-08-27T21:12:48,Angie Sivrikozi,z13cyh3gowyyxlotr23vsplhbt23hbmwy04,0
"help/VB me/PRP click/VB on/IN the/DT subscribe/NN Mai/NNP Nguyen/NNP ,/, thank/NN you﻿/NN",2014-08-28T03:53:35,Mai Nguyễn,z13lhdo5vnyndj3p304cjjs4zze3sldrqbg,1
even/RB without/IN make/VBP up/RP she/PRP is/VBZ still/RB hot/JJ http/NN :/: //uk.eonline.com/eol_images/Entire_Site/2012430/reg_1024.katy.mkup.mh.053012.jpg/NN ﻿/NN,2014-08-29T02:10:56,Ach raf,z13zexz55xnnfbqnz224v1c5gziuczqno,1
Thanks/NNS to/TO this/DT video/NN we/PRP know/VBP that/DT Nokia/NNP phones/NNS can/MD survive/VB a/DT plane/NN crash.﻿/NN,2014-08-29T19:00:20,Zain Hassan,z13cwrzyolf1zh4v023ctteams25hldf5,0
http/NN :/: //www.bubblews.com/news/6401116-vps-solutions﻿/JJ,2014-08-30T11:00:35,Frank co,z12ntdriqpfni1mtf23zwb0b0p34fnyak04,1
The/DT TREU/NNP DETECTIVE/NNP alternate/NN ending/VBG !/. __/JJ http/NN :/: //www.funnyordie.com/videos/d15fb87973/true-defectives﻿/JJ,2014-08-30T15:22:54,Rusty Cohle,z134ub2pemn1jjarh04cdb14yqagxpqy1e4,1
The/DT new/JJ Makeup/NNP Transformation/NN with/IN Integrated/NNP Look-A-Like/JJ Feature/NNP now/RB available/JJ in/IN Ver/NNP 1.13/CD !/. Do/VB you/PRP know/VB who/WP you/PRP look/VBP like/IN ?/. Install/NNP or/CC update/VB your/PRP$ version/NN of/IN Makeup/NNP Transformation/NNP https/NN :/: //play.google.com/store/apps/details/NNS ?/. id=com.yourelink.makeuptransformation/NN or/CC visit/NN Google/NNP Play.﻿/NNP,2014-08-30T23:08:02,ocean pacific,z133sbv5xomtsp44k04cinywcr3sedjqekc0k,1
"She/PRP named/VBD the/DT tiger/NN Kitty/NNP Purry/NNP No/NNP ,/, seriously/RB ,/, she/PRP did/VBD ,/, check/VB the/DT video/NN ﻿/NN",2014-08-31T03:52:29,Sam Klein,z135drnwswvsgvkyq04cfjh4xpb3cn2hugg,0
Perfect/NNP !/. &/CC lt/NN ;/: 3﻿/CD,2014-08-31T21:50:57,Littleprincess,z12rgdghtm3gc3j4004cizn50y3xybujalw0k,0
"And/CC after/IN the/DT video/NN ends/VBZ ,/, a/DT 13/CD ft./NN boa/NN constrictor/NN squeezes/VBZ her/PRP$ to/TO death.﻿/VB",2014-09-01T17:55:34,Justin Chery,z133uthy3uvscvxox04cfr1bjw2idvehcxw0k,0
"should/MD not/RB have/VB paused/VBN the/DT music/NN ,/, this/DT is/VBZ a/DT clip/NN ,/, not/RB a/DT movie.﻿/NN",2014-09-02T18:54:01,Jack El Matador,z12ihhpimqitsznag04cc3y5jke1d1rhkus0k,0
"HI/NN !/. :/: D/NN !/. :/: )/) We/PRP ’/VBP re/JJ TWIN/NNP MELODY/NNP ,17/JJ year/NN old/JJ twins/NNS :/: )/) WE/NNP DID/NNP SOME/NNP COVERS/NN !/. !/. WE/NNP DID/NNP A/NNP COVER/NNP OF/NNP BIRTHDAY/NNP BY/NNP KATY/NNP PERRY/NNP !/. !/. PLEASE/VB JUST/NNP TAKE/NNP 1/CD SECOND/NNP AND/NNP WATCH/NNP IT/NNP !/. !/. THANKS/NNP ,/, MERCI/NNP ,/, GRACIAS/NNP ,/, DANKE/NNP ,/, OBRIGADO/NNP ,/, GRAZIE/NNP …/NNP ./. !/. !/. !/. &/CC lt/NN ;/: 3/CD XX/NNS HAVE/VBP A/DT NICE/JJ DAY/NN !/. !/. :/: D﻿/NN",2014-09-02T19:57:01,TWIN MELODY,z13sfvhiwxmqz3xad04cddehoyr5g1i5c0s,1
Nicee/NN !/. !/. sabrosura/NN viva/FW https/NN :/: //soundcloud.com/yerki-elinmigrante/yerki-myb-move-your-body﻿/JJ,2014-09-03T11:29:56,Yerki el duro,z12utdmrdmz1ctouj22yu52pqt2if3pwl04,1
Hey/NNP guys/NNS go/VBP to/TO check/VB my/PRP$ video/NN name/NN ``/`` growtopia/JJ my/PRP$ story/NN ''/'' ﻿/NN,2014-09-03T16:32:59,Santeri Saariokari,z121gbuy2unhc5m4n04cf3kyslqhepeqgvo0k,1
http/NN :/: //shhort.com/a/NN ?/. r=HuPwEH5ab﻿/NN,2014-09-03T22:46:22,Braiden Short,z12ytrbydy2ogluio04cfdmrdvn4ijrr3kg0k,1
YAY/NNP IM/NNP THE/NNP 11TH/CD COMMENTER/NNP !/. !/. !/. !/. !/. IF/IN YOUR/JJ CRAZY/NNP PLEASE/NNP DONATE/NNP BITCOINS/NNP TO/NNP ME/NNP AT/NNP :/: 1FHeNqx1twqM153v2PTAyieJNEALAhZvEM﻿/CD,2014-09-04T03:56:53,VitalXtreme,z12yxpmqktb4zxptp221j3njlmjbtfgmi,1
http/NN :/: //shhort.com/a/NN ?/. r=G8iX5cTKd﻿/NN,2014-09-06T02:44:43,Kasia Hill,z13ax5sicvvxsx3lx23vuf45tye4etl1g,1
"I/PRP love/VBP this/DT song/NN ,/, it´s/NN for/IN empowering/VBG every/DT woman/NN :/: )/) ``/`` you´re/JJ gon/NN na/TO hear/VB me/PRP roar/VB ''/'' ;/: )/) ﻿/NN",2014-09-06T20:17:52,xhonavsky,z12ag5uwdzrajx1yp04chp1r2sa5ubugez00k,0
This/DT song/NN makes/VBZ me/PRP want/VB to/TO drink/VB bleach﻿/NN,2014-09-07T02:43:55,Ricky Smith,z13jtvmwoqjvsxj4p04cdhbwswnsf5qqv24,0
If/IN she/PRP really/RB did/VBD this/DT there/EX she/PRP 's/VBZ hardcore﻿/NN,2014-09-07T02:59:54,maurice davis,z12bjffg3yu4ybx4e04cjzfbyxqcdzyxl3s,0
http/NN :/: //shhort.com/a/NN ?/. r=Jt2ufxHxc﻿/NN,2014-09-07T05:52:45,Divergent lover,z13bzjvw1suhj3sjp04cfr54vuy2wzarbyg0k,1
Follow/IN me/PRP watch/VB my/PRP$ videos/NNS :/: )/) Follow/IN me/PRP watch/VB my/PRP$ videos/NNS :/: )/) Follow/IN me/PRP watch/VB my/PRP$ videos/NNS :/: )/) Follow/IN me/PRP watch/VB my/PRP$ videos/NNS :/: )/) Follow/IN me/PRP watch/VB my/PRP$ videos/NNS :/: )/) Follow/IN me/PRP watch/VB my/PRP$ videos/NNS :/: )/) Follow/IN me/PRP watch/VB my/PRP$ videos/NNS :/: )/) ﻿/NN,2014-09-07T15:01:49,Richard Valko,z13xvrgzkoydytjr304ch1no1raxwjahesc0k,1
"I/PRP 'm/VBP sorry/JJ Katy/NNP Perry/NNP ,/, I/PRP was/VBD being/VBG weird/JJ ./. I/PRP still/RB love/VB you/PRP &/CC lt/VB ;/: 3﻿/CD",2014-09-07T17:13:39,Robert Kim,z13jhj1wdzmiwjdjn04ccx2gfpynuzyjo4w,0
I/PRP 'm/VBP not/RB a/DT big/JJ fan/NN of/IN the/DT song/NN but/CC this/DT video/NN is/VBZ awesome/JJ !/. ﻿/NN,2014-09-07T18:38:10,tombraiderxXx12,z120uhiw0ubhcnxvi23uw5oorpuncvso204,0
katy/NN perry/NN just/RB stop/VB it/PRP and/CC dont/VB do/VBP a/DT song/NN i/JJ dont/NN like/IN it﻿/NN,2014-09-07T19:30:24,Eder Rodriguez,z12kjjlhsmiqsfzrb04ch5i5rt2qvbahppg0k,0
GO/NNP TO/NNP MY/NNP CHANNEL/NNP and/CC check/VB out/RP my/PRP$ written/VBN songs﻿/NN,2014-09-07T19:34:29,Aemon Sevker,z12hzb1hzxbjh310c234ddqgoluidjufb,1
"Like/IN Gorlin-Goltz/NNP Syndrome/NNP Support/NNP Community/NNP ,/, you/PRP are/VBP not/RB alone/RB ./. https/NN :/: //www.facebook.com/GorlinGoltzSupport﻿/NN",2014-09-07T22:36:24,GGSCommunity,z13bejijvrbdy5mrg04cgv3bjvubyxoi050,1
