CONTENT,DATE,AUTHOR,COMMENT_ID,CLASS
Check/VB me/PRP out/IN !/. I/PRP 'm/VBP kyle/JJ ./. I/PRP rap/VBP so/RB yeah/JJ ﻿/NN,2014-01-19T00:21:29,Kyle Jaber,z13kszcinpnvc34v2234fnpxkpmlw3nhc04,1
I/PRP dont/VBP even/RB watch/VBP it/PRP anymore/RB i/VBZ just/RB come/VBN here/RB to/TO check/VB on/IN 2/CD Billion/NN or/CC not﻿/NN,2014-01-19T00:36:25,Brandon Pryor,z13tj514otzlurfbc04ccjwhrnmej1iihqw0k,0
"Subscribe/NN to/TO me/PRP for/IN free/JJ Android/NNP games/NNS ,/, apps../NN ﻿/NN",2014-01-19T00:42:35,Fun&amp;Hacks,z13zvh1rmk3cf3mby04civbq5mjtddmbysk0k,1
everyone/NN please/NN come/VB check/VB our/PRP$ newest/JJS song/NN in/IN memories/NNS of/IN Martin/NNP Luther/NNP King/NNP Jr.﻿/NNP,2014-01-19T04:21:11,Young Hittaz,z120y3ribybzdf3fj23sf1rpgq3cex0sh,1
"Came/NN here/RB to/TO check/VB the/DT views/NNS ,/, goodbye.﻿/NN",2014-01-19T04:27:18,DropShotSk8r,z13autsqgzblcx3w104chr4r2kexd10rxc0,0
sub/VB my/PRP$ channel/NN for/IN no/DT reason/NN -_-﻿/NN,2014-01-19T08:55:53,ElepticRage,z12wvpxppxz3ifk3j224cbsgqraherzrg04,1
"Check/VB out/RP my/PRP$ dubstep/NN song/NN ``/`` Fireball/NNP ''/'' ,/, made/VBD with/IN Fruity/NNP Loops/NNP ./. I/PRP really/RB took/VBD time/NN in/IN it/PRP ./. /watch/VB ?/. v=telOA6RIO8o﻿/NN",2014-01-19T10:31:10,Joengz,z121e3zq5kj3ip2ch22ks3vwekuaibrgc04,1
2/CD billion/CD .../: .Coming/VBG soon﻿/NN,2014-01-19T13:25:56,Tasha Lucius,z13kxpqqssa0hlryd04cc1dxeyyngljjngk,0
Why/WRB dafuq/NN is/VBZ a/DT Korean/JJ song/NN so/RB big/JJ in/IN the/DT USA/NNP ./. Does/VBZ that/IN mean/NN we/PRP support/VBP Koreans/NNS ?/. Last/JJ time/NN I/PRP checked/VBD they/PRP wanted/VBD to/TO bomb/VB us/PRP ./. ﻿/VB,2014-01-19T16:15:54,Jason Provencal,z13iuzxwamqhzppyp04cdz1amyzpfdnpdns0k,0
Check/VB my/PRP$ channel/NN please/NN !/. And/CC listen/VB to/TO the/DT best/JJS music/NN ever/RB :/: P﻿/NN,2014-01-19T16:49:52,Kiddy Kidso,z12txle43yfhvt0f323eghbxivmuytieq,1
SUB/NNP 4/CD SUB/NNP PLEASE/NNP LIKE/NNP THIS/NNP COMMENT/NNP I/PRP WANT/VBP A/DT SUCCESFULL/NNP YOUTUBE/NNP SO/NNP PPLEASE/NNP LIKE/NNP THIS/NNP COMMENT/NNP AND/NNP SUBSCRIBE/NNP IT/NNP ONLY/NNP TAKES/NNP 10/CD SECONDS/NNP PLEASE/NNP IF/NNP YOU/NNP SUBSCRIBE/NNP ILL/NNP SUBSCRIBE/NNP BACK/NNP THANKS﻿/NNP,2014-01-19T17:20:58,HamzaMurt | Advanced Warefare | Lets Play!,z13zj1grjzqhhxzlj23gdpzaovunwnn0f,1
"Hey/NNP everyone/NN !/. !/. I/PRP have/VBP just/RB started/VBN my/PRP$ first/JJ YT/NNP channel/NN i/NN would/MD be/VB grateful/JJ if/IN some/DT of/IN you/PRP peoples/NNS could/MD check/VB out/RP my/PRP$ first/JJ clip/NN in/IN BF4/NNP !/. and/CC give/VB me/PRP some/DT advice/NN on/IN how/WRB my/PRP$ video/NN was/VBD and/CC how/WRB i/NN could/MD improve/VB it/PRP ./. ALSO/NNP be/VB sure/JJ to/TO go/VB check/VB out/RP the/DT about/NN to/TO see/VB what/WP Im/NNP all/DT about/RB ./. Thanks/NNS for/IN your/PRP$ time/NN :/: )/) ./. and/CC to/TO haters/NNS .../: You/PRP Hate/VBP ,/, I/PRP WIN﻿/VBP",2014-01-19T17:25:23,ii Trollercopter,z13csdop4venytrru04cf11q1wmbdvkrfpo0k,1
"The/DT projects/NNS After/IN Effects/NNS ,/, Music/NNP ,/, Foto/NNP ,/, Web/NNP sites/VBZ and/CC another/DT you/PRP can/MD find/VB and/CC buy/VB here/RB http/NN :/: //audiojungle.net/user/EugeneKalinin/portfolio/NN ?/. ref=EugeneKalinin﻿/NN",2014-01-19T19:21:04,Eugene Kalinin,z13ce52jzwfitrkup23din4ojputijen3,1
YouTube/codytolleson/NN for/IN awesome/JJ videos/NNS I/PRP 'll/MD subscribe/VB back/RB ﻿/NN,2014-01-20T02:50:44,Cody Tolleson,z13phfyxhovav1hl122bf5iidumufzbel,1
if/IN you/PRP like/VBP roblox/VB minecraft/JJ world/NN of/IN warcraft/NN gta5/NN mario/NN suscribe/NN to/TO my/PRP$ channel﻿/NN,2014-01-20T04:45:34,cake cat,z13xytyybsypw34yv04cc33xkke1grugh2w,1
SUBSCRIBE/NN TO/NNP ME/NNP AND/NNP I/PRP 'LL/VBP SUBSCRIBE/NNP TO/NNP YOU/NNP !/. (/( Must/NNP like/IN -/: cZFcxsn0jnQ/NN )/) ﻿/NN,2014-01-20T06:16:28,World327RS,z13vsbcjwrybe3hsf23sgvnxfr3zxnion04,1
http/NN :/: //www.twitch.tv/jaroadc/JJ come/VBP follow/JJ and/CC watch/VB my/PRP$ stream/NN !/. ﻿/NN,2014-01-20T06:57:25,Didier Drogba,z12jvnua2tifirkvk23cfjtpxwmgxfch004,1
"if/IN you/PRP like/VBP raw/JJ talent/NN ,/, raw/JJ lyrics/NNS ,/, straight/JJ real/JJ hip/NN hop/NN Everyone/NNP check/VB my/PRP$ newest/JJS sound/NN Dizzy/NNP X/NNP -/: Got/VBD the/DT Juice/NNP (/( Prod/NNP by/IN ./. Drugs/NNP the/DT Model/NNP Citizen/NNP )/) COMMENT/NNP TELL/NNP ME/NNP WHAT/NNP YOU/NNP THINK/NNP DONT/NNP BE/NNP LAZY/NNP !/. !/. !/. !/. -/: 1/7/CD Prophetz﻿/NN",2014-01-20T09:08:39,MFkin PRXPHETZ,z13stv3brxe1snv2i225fnvganneudej004,1
.../: .subscribe/NN .../: .../: .../: .../: to/TO my/PRP$ .../: .../: ../NN .../: ..channel/NN .../: .../: .﻿/NN,2014-01-20T10:12:07,Dave X,z12ktfsarrv0wdj3p22ifbxz3zn2fthhw04,1
"now/RB its/PRP$ 1,884,034,783/CD views/NNS !/. pls/NN ./. comment/VB the/DT view/NN count/VBP the/DT next/JJ hour/NN :/: P﻿/NN",2014-01-20T13:03:12,crestpee,z121znjjloycwtjf2233dfo5esfggn3lj,0
http/NN :/: //www.avaaz.org/po/petition/Youtube_Corporation_Fox_Broadcasting_Company_Anular_os_strikes_no_Canal_Nostalgia//NN ?/. cXPZpgb/NN ﻿/NN,2014-01-20T15:10:27,Leonardo Baptista,z125zbmwryjwxzx4504cfjzwbtztuvkif3c,1
go/VB here/RB to/TO check/VB the/DT views/NNS :3﻿/VBP,2014-01-20T15:27:47,Phuc Ly,z12stpyqaonsercxw04cjbr4dlnrxd34soo0k,0
thumbs/VB up/RP if/IN u/JJ checked/VBD this/DT video/NN to/TO see/VB hw/JJ views/NNS it/PRP got﻿/VBD,2014-01-20T16:15:09,Milan George,z13nvr2xayrwffsio04cj3zwyuf3vb1imdg,0
Plz/NNP subscribe/NN to/TO my/PRP$ channel/NN and/CC I/PRP will/MD subscribe/VB back/RB xx﻿/NN,2014-01-20T16:41:27,Kirsty Brown,z13uzhdomzvbffvwa04cgplq2zewfz2hm2k,1
i/NN check/VBP back/RB often/RB to/TO help/VB reach/VB 2x10^9/CD views/NNS and/CC I/PRP avoid/VBP watching/VBG Baby﻿/NNP,2014-01-20T17:08:37,Kochos,z13ucxa51rnftvu2j22if5oihq2qipjlp,0
This/DT video/NN will/MD get/VB to/TO 2/CD billion/CD just/RB because/IN of/IN people/NNS checking/VBG if/IN it/PRP has/VBZ hit/VBN 2/CD billion/CD yet.﻿/NNS,2014-01-20T17:22:53,eSkiip,z120grixiomvyvbga04cfl24csz5jf4zzuc0k,0
https/NN :/: //www.facebook.com/pages/Brew-Crew-2014/134470083389909/JJ Like/IN this/DT facebook-page/NN !/. Chance/NN to/TO win/VB an/DT Iphone/NN 5S/CD !/. ﻿/NN,2014-01-20T17:29:52,Wumrogue lite,z13gevgohyzktbztz22mcrcpntfxvpvan04,1
get/VB GWAR/NNP to/TO play/VB 2015/CD superbowl/NN http/NN :/: //www.change.org/petitions/the-national-football-league-allow-gwar-to-perform-the-2015-super-bowl-halftime-show/JJ #/# share/NN ﻿/NN,2014-01-20T17:58:46,Ruddy Tapia,z12gy5tb2kase1nix04cipry3mf1wh5grko0k,1
Pls/NNP follow/VBP this/DT channel/NN !/. !/. http/NN :/: //www.twitch.tv/sevadus﻿/NN,2014-01-20T18:52:12,Artsi,z13hxl3yoqmlvdlnu23atlqgsoyevlsse,1
hi/NN guys/NNS check/VB my/PRP$ youtube/NN channel﻿/NN,2014-01-20T20:00:55,ProsGamerOnly,z12gv5qoconqsbe0h221wljgmwe4v1nmu,1
Subscribe/NNP and/CC like/IN to/TO me/PRP for/IN more/JJR how/WRB to/TO videos/VB on/IN minecraft/NN !/. ﻿/NN,2014-01-20T20:23:35,JP Jochem,z13eepr4dyjet34pt04cgr1rctvwsvqwqso0k,1
http/NN :/: //tankionline.com/JJ #/# friend=cd92db3f4/RB great/JJ game/NN check/VB it/PRP out/RP !/. ﻿/NN,2014-01-20T20:35:56,Jdidk Loma,z121st5w5k3ui1veg22zirn4gkr5tby2v,1
Subscribe/NNP ME/NNP !/. ﻿/NN,2014-01-20T21:11:52,BaconBro HD,z13osnp4hnzry1o15224yfzbotr0epxqk04,1
Im/NNP just/RB to/TO check/VB how/WRB much/JJ views/NNS it/PRP has﻿/VBD,2014-01-20T22:20:59,Eanna Cusack,z12rgllzmwnfuba4h04ch3njgy2fg3ryerg0k,0
The/DT first/JJ comment/NN is/VBZ chuck/JJ norrus/JJ ovbiously/RB :/: D﻿/NN,2014-01-21T02:09:22,fastestghost,z12rc1ebfvrmufz5w04ccl2pmt3ih5dymq40k,0
Behold/VBN the/DT most/RBS viewed/JJ youtube/NN video/NN in/IN the/DT history/NN of/IN ever﻿/NN,2014-01-21T02:29:43,StuntmanGaming,z13mcpkzpoz1hj3o304cfd3oouf2tj1rnk40k,0
when/WRB is/VBZ this/DT gon/NN na/TO hit/VB 2/CD billion/CD ?/. ﻿/NN,2014-01-21T03:16:46,Master Chief,z121cnnzhsybzjkt122nsviacsekvvt1r,0
the/DT most/RBS viewed/JJ youtube/NN video/NN of/IN all/DT time/NN ?/. ﻿/NN,2014-01-21T03:18:31,David Bell,z125gx4g5wemgtyvr23ryvlrbxjvwl2mi,0
"969,210/CD dislikes/NNS like/IN dislike/NN themselves﻿/NN",2014-01-21T07:33:30,virgie natividad,z12lzbu4iymmvjgj004cdjaonunljbjwwo00k,0
psy=korean﻿/NN,2014-01-21T08:22:06,asd ad,z13kvvkixzvadn5ii04chnnbsvn3w1pq5dk,0
OMG/IN this/DT oldspice/NN spraytan/VBZ party/NN commercial/JJ omg/NN .../: .i/JJ 'm/VBP sitting/VBG here/RB ``/`` NO/RB this/DT is/VBZ n't/RB a/DT real/JJ thing/NN is/VBZ it/PRP ?/. OMG/NNP ''/'' ﻿/NN,2014-01-21T09:03:36,Dymetex,z13zz3cjwmztcni0p23ug3vb0pasfvzqc04,0
"This/DT is/VBZ the/DT only/JJ video/NN on/IN youtube/NN that/WDT get/VBP so/RB much/JJ views/NNS just/RB because/IN we/PRP want/VBP to/TO see/VB how/WRB much/JJ views/NNS it/PRP has/VBZ ./. 1.000.000/CD every/DT day/NN ,/, I/PRP mean/VBP ,/, Most/JJS people/NNS think/VBP a/DT video/NN is/VBZ popular/JJ when/WRB it/PRP actually/RB gets/VBZ 1.000.000/CD views.﻿/NN",2014-01-21T13:39:13,MrTuizentfloot,z12ifxrbkmaechwtt22jwryqmoaefhipf04,0
It/PRP 's/VBZ been/VBN back/RB for/IN quite/RB a/DT while/NN now/RB ./.,2014-01-25T19:36:25,OREOGAM3R,LZQPQhLyRh_hbykd_Xw4oDROJbJTFrs-UbSB2xk8gRk,0
2/CD Billions/NNS in/IN 2014/CD,2014-01-27T19:36:00,LEONARDO CAETANO,LZQPQhLyRh9U7Lv_DKpJ7lawpBCotxfgHzBy93Tk028,0
plz/RB check/VB out/RP fablife/JJ //JJ welcome/NN to/TO fablife/VB for/IN diys/NN and/CC challenges/NNS so/RB plz/JJ subscribe/NN thx/NN !/. ﻿/NN,2014-11-02T00:48:57,fab life,z12eexphzo2uslizg04cirmywyzjdnm5gqc0k,1
Sub/NNP my/PRP$ channel/NN !/. ﻿/NN,2014-11-02T01:08:10,Oh 1080s,z124fn5ahqnfdbxtg23ihlijyqjqtr1lk,1
http/NN :/: //www.ebay.com/itm/131338190916/NN ?/. ssPageName=STRK/NN :/: MESELX/NN :/: IT/NNP &/CC amp/NN ;/: _trksid=p3984.m1555.l2649/CC ﻿/VB,2014-11-02T05:06:46,Ariel Baptista,z12lubwrvv35zpzub23ywxbbiuawjbalc,1
http/NN :/: //www.guardalo.org/best-of-funny-cats-gatti-pazzi-e-divertenti-2013-5287/100000415527985//JJ ﻿/NN,2014-11-02T12:04:36,Stefano Albanese,z13osfxhtkfmwpxue234z3wimzmcs1k2x,1
"if/IN your/PRP$ like/IN drones/NNS ,/, plz/NN subscribe/NN to/TO Kamal/NNP Tayara/NNP ./. He/PRP takes/VBZ videos/NN with/IN his/PRP$ drone/NN that/WDT are/VBP absolutely/RB beautiful.﻿/JJ",2014-11-02T14:33:30,Salim Tayara,z12tcdxa5k3bsvtqh04ccnaqusj1vvfju3s,1
http/NN :/: //hackfbaccountlive.com//NN ?/. ref=4604617﻿/NN,2014-11-02T14:53:06,Lucky D.,z13gsp34uumcdje4q04civk54zr4wr0gxjc,1
"WHATS/NNP UP/NNP EVERYONE/NNP !/. ?/. :/: -/: )/) I/PRP Trying/VBG To/TO Showcase/NNP My/NNP Talent/NN To/TO The/DT World/NNP !/. I/PRP Have/VBP Over/IN 3000/CD SUBSCRIBERS/NN !/. I/PRP PROMISE/VBP !/. I/PRP Dont/NNP Suck/NNP !/. Please/NNP Spread/NNP My/NNP Covers/NNP Around/NNP ,/, SUBSCRIBE/NNP &/CC amp/NN ;/: Share/NNP !/. Thanks/NNP so/RB much/RB for/IN all/DT your/PRP$ support/NN !/. Lucas/NNP Trigo/NNP -Stay/NNP Awesome/NNP !/. ﻿/NN",2014-11-02T15:52:22,Lucas Trigo,z123e1gg3zyuf30ox04cdtbzgmaby3ehjc0,1
--/: --/: -/: &/CC gt/NN ;/: &/CC gt/NN ;/: &/CC gt/NN ;/: &/CC gt/NN ;/: https/NN :/: //www.facebook.com/video.php/NN ?/. v=10200253113705769/NN &/CC amp/NN ;/: set=vb.201470069872822/CC &/CC amp/NN ;/: type=3/CC &/CC amp/NN ;/: permPage=1/CC &/CC lt/NN ;/: --/: --/: --/: --/: ﻿/NN,2014-11-02T16:17:11,TheHariiiii,z13ezz5zsz3pyhyip04cibtpwwbdejzrmlk0k,1
"Hi/NNP there~I/NN 'm/VBP group/NN leader/NN of/IN Angel/NNP ,/, a/DT rookie/JJ Korean/JJ pop/NN group/NN ./. We/PRP have/VBP four/CD members/NNS ,/, Chanicka/NNP ,/, Julie/NNP ,/, Stephanie/NNP ,/, and/CC myself/PRP ,/, Leah/NNP ./. Please/NNP feel/VB free/JJ to/TO check/VB out/RP our/PRP$ channel/NN and/CC leave/VB some/DT feedback/NN on/IN our/PRP$ cover/NN videos/NN (/( :/: criticism/NN is/VBZ welcome/JJ as/IN we/PRP know/VBP we/PRP 're/VBP not/RB top/JJ notch/NN singers/NNS so/RB please/JJ come/VB leave/VBP some/DT constructive/JJ feedback/NN on/IN our/PRP$ videos/NNS ;/: we/PRP appreciate/VBP any/DT chance/NN to/TO improve/VB before/IN auditioning/VBG for/IN a/DT Korean/JJ management/NN company/NN ./. We/PRP plan/VBP on/IN auditioning/VBG for/IN JYP/NNP ,/, BigHit/NNP ,/, Jellyfish/NNP ,/, YG/NNP or/CC SM/NNP ./. Thank/NNP you/PRP for/IN taking/VBG time/NN out/IN of/IN your/PRP$ day/NN to/TO read/VB this/DT !/. ﻿/NN",2014-11-02T17:27:09,Angel,z12ywjvgdtrhxdlz504cd1tquqvuhbs4abw,1
http/NN :/: //woobox.com/33gxrf/brt0u5/JJ FREE/NNP CS/NNP GO/NNP !/. !/. !/. !/. ﻿/NN,2014-11-02T18:34:03,Squir3,z122f1fy5muwdxdxd04cexyxes3hh5hrifc,1
Admit/IN it/PRP you/PRP just/RB came/VBD here/RB to/TO check/VB the/DT number/NN of/IN viewers/NNS ﻿/VBP,2014-11-02T20:00:37,Kaya Roberts,z12jud4o3n34v5wph04ce3db0y2njn55gog0k,0
"Just/RB coming/VBG to/TO check/VB if/IN people/NNS are/VBP still/RB viewing/VBG this/DT video/NN ./. And/CC apparently/RB ,/, they/PRP still/RB do.﻿/VBP",2014-11-02T22:48:21,Prim N.,z12xxjkwevvjzvvms22xz3sjqovty3qip04,0
Check/VB my/PRP$ first/JJ video/NN out﻿/NN,2014-11-02T23:25:44,James Ridge,z13ydfww3ruysvtmv23muhspwqqjszwjc04,1
Check/VB my/PRP$ channel﻿/NN,2014-11-03T14:38:53,Minecraft-Viasat,z13vs53zipmszf1ib04cerd5xlmzdz5qlzw0k,1
PSY/NNP -/: GANGNAM/NNP STYLE/NNP (/( 강남스타일/NNP )/) M/V/NNP :/: http/NN :/: //youtu.be/9bZkp7q19f0﻿/NN,2014-11-03T16:43:36,Alessio Siri,z13wzt5yezvhsboz104cjlkqalz0fpcglmk0k,0
Suscribe/NNP My/NNP Channel/NNP Please/NNP XD/NNP lol﻿/NN,2014-11-03T17:39:07,Backup Plus,z135fnx4ntvdx1rzn04cih1ihmqtsrbzcno0k,1
Wow/NNP ./. Comments/NNPS section/NN on/IN this/DT still/RB active/JJ ./. Not/RB bad/JJ ./. Also/RB 5277478/CD comments/NNS ./. (/( Now/RB 79/CD )/) ﻿/NN,2014-11-03T19:09:40,Almighty Toffeebomb,z13dztbi0nnvdruas04cjrmjwrnvvd4jxjw,0
http/NN :/: //binbox.io/1FIRo/JJ #/# 123﻿/CD,2014-11-03T20:32:26,Meth Lover,z13hgfzhnrj3sx0m222sfbo4drq1e5xyp04,1
Ching/VBG Ching/VBG ling/VBG long/JJ ding/VBG ring/VBG yaaaaaa/JJ Ganga/NNP sty/JJ FUCK/NNP YOU.﻿/NNP,2014-11-03T20:41:23,NstyIC Gold,z12pzpvbfl2igbwhe04cihtpuwymvr5gvsg0k,0
https/NN :/: //www.indiegogo.com/projects/cleaning-the-pan/JJ --/: 2/CD please/NN halp/VB me/PRP with/IN my/PRP$ project﻿/NN,2014-11-03T21:38:17,Никита Безухов,z12wvpdwfzzkfrerq04civhigpqrcxmxjzc0k,1
There/EX is/VBZ one/CD video/NN on/IN my/PRP$ channel/NN about/IN my/PRP$ brother/NN .../: ﻿/NN,2014-11-03T22:22:14,Михаил Панкратов,z13tdv5jmlfpzj1rf04cd3ng4ljqjngxflg0k,1
"Check/VB my/PRP$ channel/NN ,/, please/NN !/. ﻿/NN",2014-11-03T22:28:56,Angek95,z12ufn5puwnve3b2k22ntjqogym0fllgb04,1
