CONTENT,DATE,AUTHOR,COMMENT_ID,CLASS
SUB 4 SUB PLEASE LIKE THIS COMMENT I WANT A SUCCESFULL YOUTUBE SO PPLEASE LIKE THIS COMMENT AND SUBSCRIBE IT ONLY TAKES 10 SECONDS PLEASE IF YOU SUBSCRIBE ILL SUBSCRIBE BACK THANKS﻿,2014-01-19T17:20:58,HamzaMurt | Advanced Warefare | Lets Play!,z13zj1grjzqhhxzlj23gdpzaovunwnn0f,1
"Hey everyone ! ! I started first YT channel would grateful peoples could check first clip BF4 ! give advice video could improve . ALSO sure go check see Im . Thanks time : ) . haters ... You Hate , I WIN﻿",2014-01-19T17:25:23,ii Trollercopter,z13csdop4venytrru04cf11q1wmbdvkrfpo0k,1
"The projects After Effects , Music , Foto , Web sites another find buy http : //audiojungle.net/user/EugeneKalinin/portfolio ? ref=EugeneKalinin﻿",2014-01-19T19:21:04,Eugene Kalinin,z13ce52jzwfitrkup23din4ojputijen3,1
YouTube/codytolleson awesome videos I 'll subscribe back ﻿,2014-01-20T02:50:44,Cody Tolleson,z13phfyxhovav1hl122bf5iidumufzbel,1
like roblox minecraft world warcraft gta5 mario suscribe channel﻿,2014-01-20T04:45:34,cake cat,z13xytyybsypw34yv04cc33xkke1grugh2w,1
SUBSCRIBE TO ME AND I 'LL SUBSCRIBE TO YOU ! ( Must like - cZFcxsn0jnQ ) ﻿,2014-01-20T06:16:28,World327RS,z13vsbcjwrybe3hsf23sgvnxfr3zxnion04,1
http : //www.twitch.tv/jaroadc come follow watch stream ! ﻿,2014-01-20T06:57:25,Didier Drogba,z12jvnua2tifirkvk23cfjtpxwmgxfch004,1
"like raw talent , raw lyrics , straight real hip hop Everyone check newest sound Dizzy X - Got Juice ( Prod . Drugs Model Citizen ) COMMENT TELL ME WHAT YOU THINK DONT BE LAZY ! ! ! ! - 1/7 Prophetz﻿",2014-01-20T09:08:39,MFkin PRXPHETZ,z13stv3brxe1snv2i225fnvganneudej004,1
... .subscribe ... ... ... ... ... ... .. ... ..channel ... ... .﻿,2014-01-20T10:12:07,Dave X,z12ktfsarrv0wdj3p22ifbxz3zn2fthhw04,1
"1,884,034,783 views ! pls . comment view count next hour : P﻿",2014-01-20T13:03:12,crestpee,z121znjjloycwtjf2233dfo5esfggn3lj,0
http : //www.avaaz.org/po/petition/Youtube_Corporation_Fox_Broadcasting_Company_Anular_os_strikes_no_Canal_Nostalgia/ ? cXPZpgb ﻿,2014-01-20T15:10:27,Leonardo Baptista,z125zbmwryjwxzx4504cfjzwbtztuvkif3c,1
go check views :3﻿,2014-01-20T15:27:47,Phuc Ly,z12stpyqaonsercxw04cjbr4dlnrxd34soo0k,0
thumbs u checked video see hw views got﻿,2014-01-20T16:15:09,Milan George,z13nvr2xayrwffsio04cj3zwyuf3vb1imdg,0
Plz subscribe channel I subscribe back xx﻿,2014-01-20T16:41:27,Kirsty Brown,z13uzhdomzvbffvwa04cgplq2zewfz2hm2k,1
check back often help reach 2x10^9 views I avoid watching Baby﻿,2014-01-20T17:08:37,Kochos,z13ucxa51rnftvu2j22if5oihq2qipjlp,0
This video get 2 billion people checking hit 2 billion yet.﻿,2014-01-20T17:22:53,eSkiip,z120grixiomvyvbga04cfl24csz5jf4zzuc0k,0
https : //www.facebook.com/pages/Brew-Crew-2014/134470083389909 Like facebook-page ! Chance win Iphone 5S ! ﻿,2014-01-20T17:29:52,Wumrogue lite,z13gevgohyzktbztz22mcrcpntfxvpvan04,1
get GWAR play 2015 superbowl http : //www.change.org/petitions/the-national-football-league-allow-gwar-to-perform-the-2015-super-bowl-halftime-show # share ﻿,2014-01-20T17:58:46,Ruddy Tapia,z12gy5tb2kase1nix04cipry3mf1wh5grko0k,1
Pls follow channel ! ! http : //www.twitch.tv/sevadus﻿,2014-01-20T18:52:12,Artsi,z13hxl3yoqmlvdlnu23atlqgsoyevlsse,1
hi guys check youtube channel﻿,2014-01-20T20:00:55,ProsGamerOnly,z12gv5qoconqsbe0h221wljgmwe4v1nmu,1
Subscribe like videos minecraft ! ﻿,2014-01-20T20:23:35,JP Jochem,z13eepr4dyjet34pt04cgr1rctvwsvqwqso0k,1
http : //tankionline.com # friend=cd92db3f4 great game check ! ﻿,2014-01-20T20:35:56,Jdidk Loma,z121st5w5k3ui1veg22zirn4gkr5tby2v,1
Subscribe ME ! ﻿,2014-01-20T21:11:52,BaconBro HD,z13osnp4hnzry1o15224yfzbotr0epxqk04,1
Im check much views has﻿,2014-01-20T22:20:59,Eanna Cusack,z12rgllzmwnfuba4h04ch3njgy2fg3ryerg0k,0
The first comment chuck norrus ovbiously : D﻿,2014-01-21T02:09:22,fastestghost,z12rc1ebfvrmufz5w04ccl2pmt3ih5dymq40k,0
Behold viewed youtube video history ever﻿,2014-01-21T02:29:43,StuntmanGaming,z13mcpkzpoz1hj3o304cfd3oouf2tj1rnk40k,0
gon na hit 2 billion ? ﻿,2014-01-21T03:16:46,Master Chief,z121cnnzhsybzjkt122nsviacsekvvt1r,0
viewed youtube video time ? ﻿,2014-01-21T03:18:31,David Bell,z125gx4g5wemgtyvr23ryvlrbxjvwl2mi,0
"969,210 dislikes like dislike themselves﻿",2014-01-21T07:33:30,virgie natividad,z12lzbu4iymmvjgj004cdjaonunljbjwwo00k,0
psy=korean﻿,2014-01-21T08:22:06,asd ad,z13kvvkixzvadn5ii04chnnbsvn3w1pq5dk,0
OMG oldspice spraytan party commercial omg ... .i 'm sitting `` NO n't real thing ? OMG '' ﻿,2014-01-21T09:03:36,Dymetex,z13zz3cjwmztcni0p23ug3vb0pasfvzqc04,0
"This video youtube get much views want see much views . 1.000.000 every day , I mean , Most people think video popular actually gets 1.000.000 views.﻿",2014-01-21T13:39:13,MrTuizentfloot,z12ifxrbkmaechwtt22jwryqmoaefhipf04,0
It 's back quite .,2014-01-25T19:36:25,OREOGAM3R,LZQPQhLyRh_hbykd_Xw4oDROJbJTFrs-UbSB2xk8gRk,0
2 Billions 2014,2014-01-27T19:36:00,LEONARDO CAETANO,LZQPQhLyRh9U7Lv_DKpJ7lawpBCotxfgHzBy93Tk028,0
plz check fablife / welcome fablife diys challenges plz subscribe thx ! ﻿,2014-11-02T00:48:57,fab life,z12eexphzo2uslizg04cirmywyzjdnm5gqc0k,1
Sub channel ! ﻿,2014-11-02T01:08:10,Oh 1080s,z124fn5ahqnfdbxtg23ihlijyqjqtr1lk,1
http : //www.ebay.com/itm/131338190916 ? ssPageName=STRK : MESELX : IT & amp ; _trksid=p3984.m1555.l2649 ﻿,2014-11-02T05:06:46,Ariel Baptista,z12lubwrvv35zpzub23ywxbbiuawjbalc,1
http : //www.guardalo.org/best-of-funny-cats-gatti-pazzi-e-divertenti-2013-5287/100000415527985/ ﻿,2014-11-02T12:04:36,Stefano Albanese,z13osfxhtkfmwpxue234z3wimzmcs1k2x,1
"like drones , plz subscribe Kamal Tayara . He takes videos drone absolutely beautiful.﻿",2014-11-02T14:33:30,Salim Tayara,z12tcdxa5k3bsvtqh04ccnaqusj1vvfju3s,1
http : //hackfbaccountlive.com/ ? ref=4604617﻿,2014-11-02T14:53:06,Lucky D.,z13gsp34uumcdje4q04civk54zr4wr0gxjc,1
"WHATS UP EVERYONE ! ? : - ) I Trying To Showcase My Talent To The World ! I Have Over 3000 SUBSCRIBERS ! I PROMISE ! I Dont Suck ! Please Spread My Covers Around , SUBSCRIBE & amp ; Share ! Thanks much support ! Lucas Trigo -Stay Awesome ! ﻿",2014-11-02T15:52:22,Lucas Trigo,z123e1gg3zyuf30ox04cdtbzgmaby3ehjc0,1
-- -- - & gt ; & gt ; & gt ; & gt ; https : //www.facebook.com/video.php ? v=10200253113705769 & amp ; set=vb.201470069872822 & amp ; type=3 & amp ; permPage=1 & lt ; -- -- -- -- ﻿,2014-11-02T16:17:11,TheHariiiii,z13ezz5zsz3pyhyip04cibtpwwbdejzrmlk0k,1
"Hi there~I 'm group leader Angel , rookie Korean pop group . We four members , Chanicka , Julie , Stephanie , , Leah . Please feel free check channel leave feedback cover videos ( : criticism welcome know 're top notch singers please come leave constructive feedback videos ; appreciate chance improve auditioning Korean management company . We plan auditioning JYP , BigHit , Jellyfish , YG SM . Thank taking time day read ! ﻿",2014-11-02T17:27:09,Angel,z12ywjvgdtrhxdlz504cd1tquqvuhbs4abw,1
http : //woobox.com/33gxrf/brt0u5 FREE CS GO ! ! ! ! ﻿,2014-11-02T18:34:03,Squir3,z122f1fy5muwdxdxd04cexyxes3hh5hrifc,1
Admit came check number viewers ﻿,2014-11-02T20:00:37,Kaya Roberts,z12jud4o3n34v5wph04ce3db0y2njn55gog0k,0
"Just coming check people still viewing video . And apparently , still do.﻿",2014-11-02T22:48:21,Prim N.,z12xxjkwevvjzvvms22xz3sjqovty3qip04,0
Check first video out﻿,2014-11-02T23:25:44,James Ridge,z13ydfww3ruysvtmv23muhspwqqjszwjc04,1
Check channel﻿,2014-11-03T14:38:53,Minecraft-Viasat,z13vs53zipmszf1ib04cerd5xlmzdz5qlzw0k,1
PSY - GANGNAM STYLE ( 강남스타일 ) M/V : http : //youtu.be/9bZkp7q19f0﻿,2014-11-03T16:43:36,Alessio Siri,z13wzt5yezvhsboz104cjlkqalz0fpcglmk0k,0
Suscribe My Channel Please XD lol﻿,2014-11-03T17:39:07,Backup Plus,z135fnx4ntvdx1rzn04cih1ihmqtsrbzcno0k,1
Wow . Comments section still active . Not bad . Also 5277478 comments . ( Now 79 ) ﻿,2014-11-03T19:09:40,Almighty Toffeebomb,z13dztbi0nnvdruas04cjrmjwrnvvd4jxjw,0
http : //binbox.io/1FIRo # 123﻿,2014-11-03T20:32:26,Meth Lover,z13hgfzhnrj3sx0m222sfbo4drq1e5xyp04,1
Ching Ching ling long ding ring yaaaaaa Ganga sty FUCK YOU.﻿,2014-11-03T20:41:23,NstyIC Gold,z12pzpvbfl2igbwhe04cihtpuwymvr5gvsg0k,0
https : //www.indiegogo.com/projects/cleaning-the-pan -- 2 please halp project﻿,2014-11-03T21:38:17,Никита Безухов,z12wvpdwfzzkfrerq04civhigpqrcxmxjzc0k,1
There one video channel brother ... ﻿,2014-11-03T22:22:14,Михаил Панкратов,z13tdv5jmlfpzj1rf04cd3ng4ljqjngxflg0k,1
"Check channel , please ! ﻿",2014-11-03T22:28:56,Angek95,z12ufn5puwnve3b2k22ntjqogym0fllgb04,1
"Does anyone use gift cards like Amazon , itunes , psn , google play , itunes , gift cards ? Then 'll happy know get free gift card codes free amazing site . Here $ 50 itunes gift card code XXBB5TCZHM39HVZD﻿",2014-11-03T23:02:47,Arianna Leighton,z13xslra3myri3jsn22hs1wxbyuvxplr004,1
Why video many views ? Because asian things awesome non-asian countries jelly try learn asia looking video : ﻿,2014-11-03T23:03:03,richardex8,z132v5iajkjuhfkyn04cg3mxclnnzj0yxmo0k,0
Plizz withing channel ﻿,2014-11-03T23:29:00,Олег Пась,z12mtx5hxnutsxzfn23tsljjrm2mwxtwm04,1
I made gaming channel ( Unique right ? ) : L Angry Minecraft ! ﻿,2014-11-04T00:00:57,Crooked Gaming,z121ft552pzpzhiab04cffmwitfii3lr5v40k,1
Please help go http : //www.gofundme.com/littlebrother﻿,2014-11-04T00:18:07,Monwar Sarkar,z135jnejqyylxvxc323tifugxr3idl1oq04,1
Anybody subscribes get 10 subscribers﻿,2014-11-04T02:00:14,Jack ToadROXMK,z13zfpqpvpyvwfymk232ux4odsr1s5wm0,1
http : //thepiratebay.se/torrent/6381501/Timothy_Sykes_Collection﻿,2014-11-04T02:22:06,roflcopter2110,z13sx1mitrmpcls3f22hi5ep1yq5cvmld,1
"My videos half way decent , check want.﻿",2014-11-04T03:12:23,Imprezzi Vidzz,z13juvrhisuzsfczo04cgnsxhlfdiz2rhho,1
"said video deserve 2billion views , keep visiting watch viewer . ﻿",2014-11-04T07:37:28,khir abqari,z130gviqarmshdnau04cdzigvs3jepx4qw00k,0
subscribe itz recaps diddle﻿,2014-11-04T11:38:51,Gloria Garcia,z12zdj5ptyzpurkan04chtsqjszjxfmrk2w,1
Screw Chinese crap dont even understand saying . Why n't speaking English like everyone ? ﻿,2014-11-04T12:40:15,xSparkShark,z12li5throi5u540y220chro4nn5gl52k,0
need money ? Enjoy https : //www.tsu.co/emerson_zanol﻿,2014-11-04T13:48:04,Emerson Zanol Zanol,z13dsnfaozyyil4m322jijgx5m3aehem2,1
Sub channel visuelgamingzNL I sub back﻿,2014-11-04T13:54:25,Lars Zaadstra,z13tczojhrqbjhv2c23kfby5wpysgpopa04,1
please subscribe new youtuber need help please subscribe subscribe back : D hoppa HOPPA GaNgAm StYlE﻿,2014-11-04T14:38:42,firo mota,z13qgx0yzwf1uj1xm04ccbkhjnrsgz0i41g,1
sub dont like song﻿,2014-11-04T18:00:07,Connor Groom,z13qgviizlv1d1c1422lylyahqz2h1zm5,1
This weird video.﻿,2014-11-04T18:09:18,Kaiser Dragon,z13sgnbzkwjqhhd5004cfzaheobvzbuopyg0k,0
8 million likes xD even subscribers 8 million xD﻿,2014-11-04T18:30:39,Monster Sifou,z13etzhwwvzye1oav04cehnitxf5cx2xkts0k,0
EHI GUYS CAN YOU SUBSCRIBE IN MY CHANNEL ? I AM A NEW YOUTUBER AND I PLAY MINECRAFT THANKS GUYS ! ... SUBSCRIBE ! ﻿,2014-11-04T19:46:38,TIGERIO_,z123jlf4lzjbgpbcr23yhxyqbpe3gxpvm,1
Hi everyone ! Do like music ? Then check music channel . The LEXIS band uploading songs covers soon n't miss . Please SUBSCRIBE help us lot . Just takes one click . - & gt ; ﻿,2014-11-04T20:22:21,OFFICIAL LEXIS,z13kfzqicymszt0jp04ci5gqvqemyb2jsp00k,1
This song never gets old love it.﻿,2014-11-04T22:07:22,trespasser4000,z12ftpab5svihfffz23kf3iiymiwjzesi,0
gofundme.com/grwmps﻿,2014-11-05T00:21:29,Pat M,z13oyfkydl30exyip04cejozdtahgvx44ao,1
"Hey guys please check new Google+ page many funny pictures , FunnyTortsPics https : //plus.google.com/112720997191206369631/post﻿",2014-11-05T01:13:43,Malin Linford,z13cyzbbqsrxyfaec23xc10rdrrqgd0ch,1
# 2012bitches﻿,2014-11-05T06:34:19,kenny clayton,z13jsrtahyyqv53jc04cdr4bcwfwg3lauek,0
Made china ... .﻿,2014-11-05T07:01:34,Akymonix,z135f3rwwnjafnnrv04cirmifl3lipewgl40k,0
5 milions comentars 2 bilion views﻿,2014-11-05T07:48:10,Gaming Land,z13lip25arigch3rj04cf1ko0pnczzyrtng0k,0
It 0 zero﻿,2014-11-05T07:49:21,tom hawksbee,z13mzp44ul21sdqcj22sgriokxyuy5det,0
Mix - PSY - GANGNAM STYLE ( 강남스타일 ) M/V : PSY - GANGNAM STYLE ( 강남스타일 ) M/V﻿,2014-11-05T08:12:06,Norman Reid,z12rsjsiimjkjfkwt04ccbgosvrbgxupxu00k,0
This 2 billion views . Holy shit.﻿,2014-11-05T08:42:06,Emily Hamilton,z13wfr2rbwytwbhf123cs1l5lz2aefdex,0
"2.124.821.694 views , im person alive zombie apocalypse - greetings , spoderman : ) ﻿",2014-11-05T10:43:27,rolle54100,z13vx3kbgmq5fnlgj04cfdoqtpfyw5xqzuc0k,0
Suscribe channel please﻿,2014-11-05T15:10:43,MrBrunoExtreme,z135vx5jfu2mfvwvr22cj11wupbtfr1gz04,1
"2,124923004 wiews ... wow﻿",2014-11-05T15:25:34,xMasterGGx,z13pdjsgqkjjtnlqz04cgtxafxqtylmixxg0k,0
guys please subscribe help channel grow please guys﻿,2014-11-05T15:27:34,pro stomper,z12jc1uququpzbsoq04cg15poyfsxpvoojw,1
Great music anyway﻿,2014-11-05T15:28:28,Abdinasir Omar,z124i3ygclj0xn4ly22jzb5a2ubvtbev1,0
PSY - GANGNAM STYLE ( 강남스타일 ) M/V : http : //youtu.be/9bZkp7q19f0﻿,2014-11-05T15:35:49,Aleksaivan Neidert,z12kuncrps35wp1l0220s3t4ym32dtpin04,0
"crazy , 2 billion views , US , Uk , Korea republic , asia﻿",2014-11-05T15:38:10,Luat ha hpuoc,z123gnabnwbqtr1e022jejij0zzzez2os04,0
Discover beautiful song A young Moroccan http : //www.linkbucks.com/AcN2g﻿,2014-11-05T16:12:51,abdellah chafouai,z121jvbjakmbehsys04ce5yj1y3hxx0hzsk0k,1
"Like getting Gift cards..but hate spending cash ... . Try Juno Wallet ! ! ! At Juno Wallet earn money gift cards ; Nike , Gamestop , Amazon , Ebay Etc & amp ; easy Earn money simple task like watching videos..downloading apps & amp ; even earn money inviting friends join ... free signup Sign today & amp ; use promo code BD3721315﻿",2014-11-05T16:18:58,Brotha B,z13xhp2xmkeowtbyo04cffggylf3yjjpsns0k,1
Can somebody wake get 3 billion views.﻿,2014-11-05T17:18:14,Amir effect,z12dzlpo0ueie1go404cfjjwsxf1g1lrtdo,0
PSY GOT LOTS OF MONEY FROM YOUTUBE THAT HE GOT FROM 2 BILLION VIEWS THIS IS THE MOST VIEWS IN THE WORLD : D﻿,2014-11-05T18:02:31,lakis constantinou,z12jxvuzgxusjl1jw04ccxshdwyfx1pjzfk,0
Justin bieber = gay ﻿,2014-11-05T18:05:17,just a filthy kafir,z13dgdl4hyirg3gcd23pw3nw0zrsebpqb04,0
You got ta say funny . well 2 billion worth funny still . It clicked everything went uphill . At least n't JB 's shit # 1.﻿,2014-11-05T18:16:55,HarveyIsTheBoss,z13gypjrmumhxromj23jyjhhenvdgpuxh04,0
❤️ ❤️ ❤️ ❤️ ❤️❤️❤️❤️﻿,2014-11-05T19:51:38,M7AMDksa,z12wilyi3mzzjlzkw225hrzrxvb4tjgln,0
"Ahhh , 2 years ago ... .﻿",2014-11-05T20:15:09,Noah François,z12uw5z5roiqel3ds22iifbhbmnijn1qz04,0
"Dance dance , , , , , Psy http : //www.reverbnation.com/msmarilynmiles﻿",2014-11-05T20:19:26,Neely Nesley,z12wsx5amr3ahbgl122mc5qr5v23vnist,1
check `` starlitnightsky '' channel see epic videos﻿,2014-11-05T20:33:15,BmwManDexter,z122f10gdvathpo2222pshcxxpjliddjv04,1
https : //www.tsu.co/KodysMan plz ^^﻿,2014-11-05T21:10:09,KodysMan Dunt Know,z13ghjrh5vqbetiw104chhdrlsv0szfqbxk0k,1
Stupid people ... video doesnt 2 billion visits . Have 2 thousands millions﻿,2014-11-05T21:14:36,nachopinca3901,z13nwn54ukukyhdfb223vttqnu31hvf4k04,0
http : //www.gcmforex.com/partners/aw.aspx ? Task=JoinT2 & amp ; AffiliateID=9107﻿,2014-11-05T21:25:27,Mehmet Demirel,z12kcx2ahwmpupnw004cdt3rwqfes3xgbns0k,1
check men put allot effort music unfortunatly many watch it﻿,2014-11-05T21:56:39,PacKmaN,z12udxjwpwurtlwz304ccbrhdtusth4herk0k,1
pls http : //www10.vakinha.com.br/VaquinhaE.aspx ? e=313327 help get vip gun cross fire al﻿,2014-11-05T22:21:36,Alessandro leite,z13ky1cgzpjpvdpp004chhebvqnkhnpjmzo0k,1
Add ... https : //www.facebook.com/TLouXmusic﻿,2014-11-05T22:41:42,TLouX music,z121cngqep23db2o404cjf4zvsf2cjerdaw,1
CHECK MY CHANNEL OUT PLEASE . I DO SINGING COVERS﻿,2014-11-05T22:50:02,Tyrek Sings,z13osluqrpefv1hd323idhejzxanc3ai004,1
I think place promote channels comment section lol.﻿,2014-11-06T01:12:14,NursePoison,z12ehhxzutqbsjrpq04ccjlqhrv5y3dzkn40k,0
Get free gift cards pay pal money ! ﻿,2014-11-06T01:44:12,Peter Johnson,z12bv5zxvpryjjspn04cdfwz5lrtzjhooqw0k,1
Check pivot animations channel﻿,2014-11-06T02:22:00,MiningBip3,z12zstfhixudundzf04cjbsp0rjrzh1rw3k,1
Follow twitter & amp ; IG : __killuminati94﻿,2014-11-06T02:39:07,Ju`Wan Wright,z13zxdkalk3ryvxr004cj1vabkn2dvcyusg0k,1
Check I 'm gaming ﻿,2014-11-06T03:10:26,CronicleFPS,z12zjztrvlnafvk2n230wjmztyfxxpbk2,1
Oppa ! Yeah ! Best Song ! ﻿,2014-11-06T04:42:33,marye,z12mzferzsanzhld022fhhdarrusivwkq,0
More ... http : //www.sunfrogshirts.com/Sunglass-World.html ? 24398﻿,2014-11-06T04:54:22,Giang Nguyen,z13cydjppmiostv1l22dtzd5xnbjebax004,1
https : //www.facebook.com/teeLaLaLa﻿,2014-11-06T04:55:41,Giang Nguyen,z13hubqrnwquen2gu04cdbbx4rqgxxcwvo00k,1
http : //www.twitch.tv/zxlightsoutxz﻿,2014-11-06T05:40:43,MasterRobotTV,z13xsxxqlxnzz3d3g22wfjx5lsrjgpaic04,1
reminds song https : //soundcloud.com/popaegis/wrenn-almond-eyes﻿,2014-11-06T09:15:12,ROB YSF,z13zjbvbeszjcvdsx22ww5cgcrydzlf5u04,1
What free gift cards ? Go http : //www.swagbucks.com/p/register ? rb=13017194﻿,2014-11-06T09:41:07,Rancy Gaming,z12yinh5ks2oinqzn04cctkgvvrohbrazvo0k,1
Search `` Chubbz Dinero - Ready Or Not `` Thanks ﻿,2014-11-06T09:49:14,FatPocketsTv,z13mtrjqsqzliho5w04cex3zmoqfvnpgyys0k,1
Follow Twitter @ mscalifornia95﻿,2014-11-06T13:41:30,Holly,z12lg1vizrmsgxm3q23oij4aqrjxjdd1p,1
