CONTENT,DATE,AUTHOR,COMMENT_ID,CLASS
wery good﻿,2015-05-27T14:41:43.081000,Karolína Hlavatá,z13usjdoivinwzsoy04cgv2y0tbjs1s5xn00k,0
"Every time I hear song , I think Iniesta & # 39 ; goal Netherlands ... ﻿",2015-05-27T13:51:19.674000,DubCedSky,z12bhf4rzpjsvjmcw22ghd4j4qeqfthpm04,0
Whose watching 2015 . If hi-5﻿,2015-05-27T13:07:33.766000,akita hachiko,z132i1cj3t2cedajp04cfxcqalbkfzd5fyk0k,0
I love song much & lt ; 3 < br / > Keep em & # 39 ; coming ! ﻿,2015-05-27T09:27:26.667000,Benjy Growls,z12aw1ah2m2vh30tb22bvl3olkbohlbid04,0
love song thumsb you﻿,2015-05-27T09:24:10.239000,monkey moments,z12cydggrzyesrklw23qwzexerqavj11e,0
Waka best one﻿,2015-05-27T09:14:14.641000,Dr.geetanjali sharma,z12gddhblwz3cf3wc04cgvjajvulwxvb5lw0k,0
5 years later still love song < br / > ~Axy665﻿,2015-05-27T06:57:11.853000,Axy665,z13xwz5p3xq4zxdyv04cir2ammejxj15n2c,0
Like﻿,2015-05-27T06:30:54.415000,celma joao tomas anacuja anacuja celma joao tomas,z135glq5fnnielbbd04cchvr2orkurdgrz40k,0
Check playlist YouTube : ﻿,2015-05-27T04:19:29.178000,Raafat saeed,z13zjlpo2nbehxwf322gelhzwmqwgn1mt,1
Her voice sounds weird plus & # 39 ; cute blonde﻿,2015-05-27T02:51:25.515000,ortiz brown,z12vv1hgirrhz5bh504cejjrstfkt1kq1po0k,0
"Why many dislikes . This song ... awesome . It sounds like MUST STOP BE RACISTS ! ! ! If I could , I would like 1,000,000,000 times ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ﻿",2015-05-26T21:42:43.953000,mike the greek gamer,z12pch5bnqyxttpi004ch3b4usa1wjdg5l40k,0
Nice love itttttttt wurkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk﻿,2015-05-26T21:36:16.925000,Aveonne Walker,z12julhignjmuzlnv230yzipftzvhjzuh,0
still watching 2015 ... ﻿,2015-05-26T17:19:16.527000,MikeTheOne42,z12jd30zok2te1ghh04cdphgcqmshld5ncg,0
Shakira favourite singer . Wooooo﻿,2015-05-26T17:16:06.269000,Golden Lion,z12yxbpp3rurin5wc04cf3sqmlrvwlhzgao,0
remember song !,2015-05-26T16:45:32.708000,Coc Chitthu,z12yvdxizlrze1osb22xev1xyxakdphe3,0
Like﻿,2015-05-26T14:53:14.277000,vuong quang,z13tv3oqtkz0exqhg04cjfgqlyrgipmou20,0
Whose watching 2015 . LIKE ! ﻿,2015-05-26T14:39:51.793000,Ryan Ramma,z132xfsy4pz5uvyxh04ce50xez2ki53ysaw,0
"Support fight 4th amendment right privacy home . Stop NSA spying Americans un Patriot Act Renewal . Rand Paul spent 10.5 hours Senate floor Protest Filibuster fighting Constitution Nation founded . Join fight Rand Paul dot com . Spread The Word . We Have Someone That Cares About Our Nation . Email Senators , Congress men women , tell support Rand . Tell news support Rand Senator Rand Paul < href= '' http : //www.youtube.com/watch ? v=pRpeEdMmmQ0 & amp ; t=1m00s '' > 1:00 < /a > passed Saturday morning fighting Constitution buy postponing vote week . Our Constitution Matters join Rand fight protect < href= '' http : //it.ht '' > it.ht < /a > privacy home business.. Senator Rand Paul < href= '' http : //www.youtube.com/watch ? v=pRpeEdMmmQ0 & amp ; t=1m00s '' > 1:00 < /a > passed Saturday morning fighting Constitution buy postponing vote week . Our Constitution Matters To All Of US , Help Rand Protect It joining fright it.﻿",2015-05-26T14:33:52.496000,Terry Short,z13uhhxp5nvig15yc04citszvtagwtmpqcc,1
best song world﻿,2015-05-26T09:54:10.695000,marko kacar,z135ihwjrofccvbzu04cehzp3prte5jyccg,0
BEAUTIFUL,2015-05-26T08:11:50.918000,ovidiu mitricioiu,z12rihewvsi0fxgui23bi31bulqvfj5vk,0
Good song : - ) ﻿,2015-05-26T03:34:08.887000,Agung Handono Susilo,z12wc5uotu3gz1pwd04ce1ly2vjuvxphxuk0k,0
She & # 39 ; awesome entertainer . And pretty ! & lt ; 3 Shakira ! ﻿,2015-05-26T03:17:53.672000,Nimesh Nambiar,z13lgjaxhnbzuxxmd22iyh24cwqqwpfiz04,0
Check video YouTube : ﻿,2015-05-25T23:42:49.533000,‫حلم الشباب‬‎,z13gv1bxbuytgjl3o23fdr5r3kaadbbm1,1
Love song﻿,2015-05-25T22:43:48.266000,Zcoria Kelly,z13vf1mwauyjgj23q22vtppxjlnihr2ro04,0
Love song ! My soccer team made cd couch song ! ﻿,2015-05-25T21:31:01.689000,Spider Girl,z13fsxq5coffdz54p04cjxzppp3ezhhw0u40k,0
fave song﻿,2015-05-25T21:08:10.798000,Ernest Foli,z12afj2p2pniy1idm23wclt4ox2wujzj004,0
Watching 2015﻿,2015-05-25T19:56:09.670000,Laura Gray,z13ue30j3uywfdivm23zgtzoflv0fhqce,0
I felt old I realized song 5 years old ... ﻿,2015-05-25T19:48:16.265000,Trygve Nilsen,z12wuxjqmqjbyjab404cidxofne4ftup35c,0
love Shakira ! ﻿,2015-05-25T18:00:22.486000,Сергей Андреевич,z13iuzxghsypjtfwy04ccnewbqbde3qwea0,0
One best song time﻿,2015-05-25T16:39:15.791000,adey lanre,z13yi50hjzqgitubv04cfhzyby3ystsrh5g,0
I really madly love woman ! ! ﻿,2015-05-25T15:53:41.740000,bossdon redhouse,z13udxpqgtnnxt10o232vhgbspnveld0c,0
totally love song . absolutely fantastic ! love ya shakira ! ﻿,2015-05-25T14:43:55.353000,Eidya Pal,z13ywdzqsnmjhts2v22qzrhpxzn5frizg04,0
im still watching 2015﻿,2015-05-25T14:05:41.188000,Ed Garcon,z135znoyckynyhfyc04cj1qzturycx24aw40k,0
song sad﻿,2015-05-25T14:05:18.188000,rachel perez,z13uxtggrz25vlgcy225xf5yqweagnrra04,0
goood﻿,2015-05-25T11:21:16.857000,Ibtihal Baho,z13ijbpyhnvtddsue223c3pgilfjs3pmv,0
The best FIFA world cup song sure.﻿,2015-05-25T08:59:50.837000,Viv Varghese,z13cvpcyiqr5xnfmj235exiwvlqre514d04,0
Nice vídeo shakira good﻿,2015-05-25T08:08:49.121000,Thiago Andrade,z12csjyqqru3tvlcb22hz3vrrn3jzfzyg04,0
coby USL past : < br / > < href= '' http : //adf.ly '' > http : //adf.ly < /a > /1HmVtX < br / > delete space y﻿,2015-05-25T06:25:22.319000,Abdullah Fawzi,z12bfraboyajftgbz04ccbkr3xjxfxyxsew,1
see < br / > < href= '' http : //adf.ly '' > http : //adf.ly < /a > /1HmVtX﻿,2015-05-25T06:23:24.405000,Abdullah Fawzi,z132svd4fvq1wntfd221w5szfzezjri2r,1
Waka waka﻿,2015-05-25T03:09:41.790000,Nash Alema,z13xy3naqwneytjyb04cjdb54luwyjk4alo0k,0
beautiful American ! ﻿,2015-05-25T02:38:54.495000,Russian soldier sniper,z12qufrhtzvrzztje04chhmadyu3glopkm00k,0
Thumbs watching 2015﻿,2015-05-25T01:47:45.053000,Toby Bywater,z121ireiytz2f1xzz04cc5fznlnchb1jphg,1
ILOVETHISSONG﻿,2015-05-24T22:42:30.198000,Mohammed Yousef,z13wgdwwuralul0ki23fuxqxvrbmunwkf,0
Subscribe please . & # 39 ; promise & # 39 ; sub back﻿,2015-05-24T22:24:17.416000,JH Simene,z12hsre40qqswblvg22kvlrhgznxul1xu04,1
Lamest World Cup song ever ! This time FOR Africa ? You mean IN Africa . It & # 39 ; Live Aid event something . She made seem like charity case instead proud moment . Where Ricky Martin needed ! SMH﻿,2015-05-24T20:38:33.832000,MmmHmmm,z13uw5rqqwu4ufqli224fvzryy2vwlyk4,0
My friend Sam loves song😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊﻿,2015-05-24T20:29:41.546000,Angelica Figueroa,z13lhxc4yoidt5hdn23jydg5nkuehblxs04,0
Check video YouTube : ﻿,2015-05-24T19:33:39.585000,Syed Akbar Ali,z12zcxyjxof0ihx4w04cf1gojz3zwnty4ts0k,1
I love you﻿,2015-05-24T16:05:33.401000,Oreoluwa Ajjayi,z134ufywgmy5yny1223bvdkxvleyjj2ik04,0
"To help shakira become first female hit 1billiom views , I & # 39 ; decided watch Video least one day . Everyday ! Shakifans r close hit replay button ! ! ! ﻿",2015-05-24T15:35:03.844000,Eric Gonzalez,z12uvzpw4tufgf2qw04chd5abu3uvf4rw5o,0
ILove shakira ﻿,2015-05-24T14:57:52.858000,‫كيكه وستايلي فيكه كيكه وستايلي فيكه‬‎,z13zj535dsqgcfyot04cixgics3zdrspsqw0k,0
It cool best song ever ﻿,2015-05-24T14:21:54.411000,Tierra Carbon,z13it35hwti1uf0ea22ju5dxoyqiubdso,0
OMG LISTEN TO THIS ITS SOO GOOD ! ! : D﻿,2015-05-24T14:16:59.411000,Lala Ella,z133xfvjenv5vfr0o22nhfrawr2ve3gp004,0
My uncle said stop smoking comment gets 500 likes ! Please like comment ! Thanks.﻿,2015-05-24T12:32:18.770000,Alexander Solli,z13azdiwulmkf5kmr22cwbpq1zrntfxby04,1
nice song﻿,2015-05-24T11:55:30.385000,Arvind Pandey,z13lih3oztyagltwo04ceh3rezv2hfx5aj4,0
waka waka﻿,2015-05-24T10:01:03.912000,Abdou Abdou,z12ui12j5ti4dnyaa04cezhbnuuchl05ckc0k,0
super music﻿,2015-05-24T07:03:59.488000,MOHAMED THASLEEM,z12lth44woywehejy04cilgh2lejztjapi0,0
How could 108k people dislike song video﻿,2015-05-24T03:55:10.367000,Haolin Tan,z13cyndpyk2vefcyo04ce1ib5wrbxjqxuvk0k,0
Love ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! 💜﻿,2015-05-24T03:02:38.357000,Lupitaochoa Dieciseis,z13durqh1sb4iv14q04cep3jenmavh4ajqg0k,0
I swear Shakira keeps getting gorgeous ! She definitely looks gorgeous hair way super curly.﻿,2015-05-24T01:36:23.815000,Carmen W,z13rg14qosy3uvqz204cf1eaotyyjbyx1ec,0
Youtube comments like < br / > This 5 years ago . ﻿,2015-05-23T22:08:55.169000,Hamilton44,z12uu1ni2uqrvzfhf04cflg4ezqmjnfzzu00k,0
pisses bit blank space views ( 868 mio ) . meh ﻿,2015-05-23T21:27:36.596000,Leedl bagginshield,z13teltr2ljvx1cgd04cihnpetm1xlwxm3g,0
Your best♣♥﻿,2015-05-23T20:45:58.511000,Athena Gomez,z12jwtvwcrmks1xbe04ch5nikwnscb4iqr40k,0
I love ; p﻿,2015-05-23T20:44:51.396000,Athena Gomez,z13zt31xrsrvcxtsz23dgvob4y21t3ppt04,0
I love Shakira ! ! ! ! ! ! ❤🎵🎶🎼🎸﻿,2015-05-23T18:35:07.666000,Anastasia Trevla,z12iyf2wkybwerg5104cddairnrzf5vwoog0k,0
"This song special , song Africa I African ﻿",2015-05-23T17:42:14.383000,Jessica Onyekwere,z13rgdjjjzmkuhnvf23dd1wxkqzwvjiij04,0
& lt ; 3 song much.SHAKIRA YOUR A REALLY GOOD ARTIST.﻿,2015-05-23T17:40:19.322000,GamingWith Kim,z13fyrra1pres5hbj04chzwabkels11pe5c,0
I love shakira < br / > ❤❤❤❤﻿,2015-05-23T17:07:04.122000,Raphael Lipusch,z13cw35rwznvud1jt04cgl4zfpaqxj2z4qg0k,0
Definitley song 2010 im listening gypsy SHAKIRA ROCKS < br / > < span class= '' proflinkWrapper '' > < span class= '' proflinkPrefix '' > + < /span > < class= '' proflink '' href= '' https : //plus.google.com/101721377578919894134 '' oid= '' 101721377578919894134 '' > shakiraVEVO < /a > < /span > ﻿,2015-05-23T16:45:03.492000,rtfamily,z13isvpjcwadtnxfa23sdd0ipp20wzxdd,1
I remember torunament like today.﻿,2015-05-23T16:06:50.834000,KAM IL,z12wu1hapwjnvdrwe04cdj4ogu31cpjgnbw,0
Thank . Please give email . ﻿,2015-05-23T12:51:30.214000,Madalynn Miller,z122s1uitnfitv4ru04cet2jquumwz1zsyc0k,1
beautiful﻿,2015-05-23T12:47:50.445000,ashwini praveena,z13iefh5fqbhincpi04cfrcaxxzuwfdpgtc0k,0
Like﻿,2015-05-23T12:16:41.723000,Karol Martinez Restrepo Martinez,z12dsplrsvfauj5ej222hhnyyxzffreei,0
"Shakira beautiful . You lovely , lively.. We love you.﻿",2015-05-23T10:46:16.850000,Hidayet Özsoy,z12ps3yhzryuzlg4504cezaxkwrjx3cpkgg,0
GREAT ! ! ! ﻿,2015-05-23T10:13:32.711000,Рустем Ахметов,z13lvdcijuj5znbge04cc1iawv3eezsbbjo,0
Best World Cup Song﻿,2015-05-23T09:50:45.142000,Orlando Saeroon,z13cgt0yjtnaxfivx23xx1iwgoymxhu5504,0
Fuck best ever 0687119038 nummber patrik kluivert son share ! ﻿,2015-05-23T08:57:27.240000,redouane najja,z123ydw50qjkfzm5s04cdlzziubxtz0ijfk,1
This song beauty,2015-05-23T08:55:07.512000,Manish Ray,z13bchrxcyruufz4004chdjrzobevxc45ug0k,0
I heard I 6 years old I still love it﻿,2015-05-23T07:27:41.917000,Misako Detenamo,z12wwjbpsru3dnrkk22ec1qrjm2fzdmte,0
nice song﻿,2015-05-23T07:12:18.941000,Naseeb Jan,z12zfrwpllnfh34pz04ccvurqymehl5jdmo0k,0
waka waka : - ) : - ) : - ) ﻿,2015-05-23T05:49:17.300000,Martis Zelvis,z13zibwb3vaczhraj04cct2hppnuwtbwjq00k,0
Oh god go 1 billion replay love shakira﻿,2015-05-23T03:50:04.006000,alejandro rojas,z12zujgautikhxpn122mixwjkwavuldmd,0
love her﻿,2015-05-23T02:57:54.433000,Dunrell Pinder,z13aznjg2ojwjlknm23yjbt4uniuepuxs04,0
I love song & amp ; I love shakira & lt ; 333♡♡♡♡♡♡♡♡♡♡♡《33☆☆☆﻿,2015-05-23T02:51:23.999000,Angie Vazquez,z12ijbn5grjidp3vj23psvhyjvv2djpol04,0
Yea stil best WK song ever < br / > Thumbs think < br / > ﻿,2015-05-22T21:46:43.778000,Hermen De Greef,z13wd3dwlrifgl3mj22vcdci0yiaubueb,1
I liked < br / > ﻿,2015-05-22T20:36:36.926000,bilal bilo,z13psdarpuzbjp1hh04cjfwgzonextlhf1w,0
I like song ﻿,2015-05-22T20:10:26.759000,twee gekkos,z13qitsgikv1szy2023jzjdg3pike1yw004,0
like : ) ﻿,2015-05-22T18:19:26.548000,Robin Turnbull,z13csdjytri2zxib404cf52g5szadlnbmf0,0
Waka waka ! ! ! ﻿,2015-05-22T13:23:20.077000,Jobs Ho 何祯喬,z12xdzogizvptt10e221cxqx2uvsslggp04,0
Amazing song﻿,2015-05-22T11:56:53.104000,Lucia Scarlet,z12jdvqjrquct3bdj22yizigauehxj4ew,0
Cool song ﻿,2015-05-22T09:47:17.977000,Wiki Smolinska,z13ldttruqm1x1wsz23qcdlq4saefnkew,0
love u shakira﻿,2015-05-22T05:23:38.336000,black tiger,z13dfprydrvlvl4u323qy515dzzgtzeej,0
Waka waka ﻿,2015-05-22T02:33:26.041000,Octavia W,z13oxvzqrzvyit00322jwtjo2tzqylhof04,0
song sucks﻿,2015-05-22T01:21:46.397000,Elena Macchiaverna,z13egzvw2peys54lo221i3zxjxucfbski,0
Lol I love song﻿,2015-05-22T00:47:50.295000,The Emerald Minecraft,z13lgjxz2teyzdxmu23ze3ng1qmjgbsme,0
Shakira﻿,2015-05-22T00:36:04.509000,Shakira Forever,z13qel3p2qaoexzhh04cjxniunrpzrtjro40k,0
Subscribe channel I RECORDING FIFA 15 GOALS WATCH NOW : D﻿,2015-05-22T00:31:43.922000,AlabaGames,z134y1ki5svvwt43i23wz5kqsxmaettuu,1
Wow ... 5 years < br / > ﻿,2015-05-21T22:54:24.249000,Tillolo79,z12gsna4hquwjhkfd22udv3gtmjtjr5ta,0
subscribe I wil subscribe back﻿,2015-05-21T21:15:41.869000,Free Video Tv,z13chhog1nbldb2xp04cgtkxcx35z1djpf0,1
You best singer﻿,2015-05-21T18:12:34.046000,Olda87 CZ,z13cdr2rzsjxxtmjj04cinebunydzthitmk0k,0
5 years soon ! ﻿,2015-05-21T16:29:03.583000,Дмитрий Гаврилов,z12rsvvxiwi0j5hat04ccbjg4kjtihhox5o,0
Like﻿,2015-05-21T15:34:32.783000,Berthe Etale Bengue,z13fupk5zkfpjhnws04chl4w3zf0dnkrkl40k,0
Wanderfol love miusic﻿,2015-05-21T14:52:58.650000,liliana ciancio,z121fvtbjuq0endru04cfjfofknoyteh3jk,0
waka waka﻿,2015-05-21T14:51:22.565000,Diego Donzelli,z13wxxjz4ozfcjom122ushyqfru5uxlk5,0
BEST SONG EVER X3333333333﻿,2015-05-21T14:08:41.338000,Debora Favacho (Debora Sparkle),z133ibkihkmaj3bfq22rilaxmp2yt54nb,0
"Very pleasant hear , haha , good.﻿",2015-05-21T12:35:28.603000,林思鳳,z13pfdriymyhzlhwu04chlfgtprmdfbitzs0k,0
love ! ! ! ! ﻿,2015-05-21T08:19:31.099000,Mahya Roohi,z123eldrazr3wlyd222zitmg1y2jin1rf04,0
wow,2015-05-21T08:00:58.240000,strong heart,z13tuhvy3vmwxbprk04ci35w5luiwfi4lgk,0
Waka waka eh eh﻿,2015-05-21T02:28:12.963000,Ec Martinez,z12zi5bjouv2tbalt23cvzbymuaayju5d04,0
Cutie girl beautiful song,2015-05-21T01:53:33.012000,Napoleon Maldia,z12uftdyclu0s1mbc04cffvjlrukxpl5zdg,0
Love shkira﻿,2015-05-21T01:27:39.321000,Camila Rodrigues,z13ccr5putughnbke23ui3kg5mjvhzzyh04,0
"I believe soccer promotes terrorism . Bad choice , Shakira.﻿",2015-05-21T01:05:19.225000,Trollsif Stalin,z12muzijetuwf3qgm04ce1nafxvtj535ao40k,0
I loved song I teenage years ! ﻿,2015-05-21T00:04:37.489000,Ayano Hattori,z12kchhgyvetifahq04cez1gdnfhfltxvcg,0
Lip synch terrible﻿,2015-05-20T19:35:54.615000,John Wilkie,z13gut2zbtidsnbew23sylmaxrfxhrimv,0
"Shakira different : ) She happy time spending Africa : ) < br / > She dance , sing speaks 4 languages﻿",2015-05-20T17:20:19.177000,Lili♥,z12xi1iaory1jvmlu23xfrayazjrv3jlj,0
Gusttavo Lima Você não conhece < br / > Check out﻿,2015-05-20T17:15:30.741000,Lucas Bonini,z13fzxyw3q3bupy0w22oc3wrmu2qdtmu4,1
Best world cup offical song﻿,2015-05-20T16:53:38.768000,ibrahim kula,z13vuf3jnrncwzree22ac3sils25edx4h04,0
5 years ago damn ﻿,2015-05-20T14:56:07.374000,THE GAMER OF TOMORROW,z134htyq0xbgvvowg04cehpiox35d5chu1s,0
Very nice,2015-05-20T14:47:02.884000,Basanagowda Policepatil,z12tuvbodnn5ipp3o22mxnarfnnrxbq4z04,0
"Help shakira & # 39 ; waka waka first song female artist reach 1 billion views. < br / > ( dark horse ahead roughly 100 million views , roar 50 million views ) < br / > < href= '' https : //www.youtube.com/watch ? v=pRpeEdMmmQ0 '' > https : //www.youtube.com/watch ? v=pRpeEdMmmQ0 < /a > ﻿",2015-05-20T14:34:27.224000,Ruchira Naidu,z131uprw3qv4w5iou04cjbbgtvjedpoonvs0k,1
like me﻿,2015-05-20T10:06:29.780000,Play Now,z130ilq4jomxx1poy04cjvniyzbqjzrjpqc0k,0
SHAKIRA SONG WAKA WAKA﻿,2015-05-20T09:48:09.938000,vimal singhania,z12guhfqxzvgy3sxc04ccblrqxbmvperiqg0k,0
So underrated better < br / > Than Katy perry : / saying Katy bad meaning songs . Shakira < br / > Meaningful songs songs bring memories vibe & # 39 ; s. I miss . < br / > ﻿,2015-05-20T02:39:10.745000,Dara O,z12bf3fptyfkzh44n04cdbxbnyanujcy2u00k,0
I love song expect World Cup .﻿,2015-05-20T02:24:46.417000,Samuel Hsu,z130g5myrnncvnns3225s5jqjkqwi5de2,0
Good times ... ﻿,2015-05-20T01:41:33.711000,Matheus Ribeiro,z13zwzgpxmihuzumx23mxf2agufctlajp04,0
"It makes happy instantly , makes forgot everything bad happening ! ﻿",2015-05-20T00:57:56.444000,LiveLikeLien x,z13qfn5yusqoslnn222dutdw4yqmhzhej,0
Love song much ! One faves ! Xxx﻿,2015-05-20T00:57:28.965000,LiveLikeLien x,z12ivloo2snustjpe04cdbf5bknuudrxpdw,0
"Hi , nice song Shakira ! ( Sorry bad Brazilian ) ﻿",2015-05-19T23:29:31.994000,Kalle Eklund,z13oc3rzqy2pwxors04cflibxy2zutsakz40k,0
BEST SONG ! GO SHAKI : D﻿,2015-05-19T23:02:25.583000,Mohamed Anhari,z125trmyqrbaijwhf04cctobjlq4ixy4gz00k,0
THIS IS SHIT AND SOOOOO AUTOTUNED﻿,2015-05-19T22:08:37.320000,SmokinBlue,z12binsaxx3yiti1322df3pgvmqgurgp104,0
... .I stil lisening : ) ﻿,2015-05-19T20:02:18.759000,Tomke Brate,z12nivexgtecgn3dd233jpupkve4gztnk,0
sexy shakira﻿,2015-05-19T19:12:17.614000,KILLER SVK,z13nshrbexf5xnur204cjvtimtu0xrnwm4o,0
I love Shakiria ! ! ! ! ! ! ﻿,2015-05-19T19:06:50.714000,LaiLa Steudle,z124dtzgsrbsw1kxh04cgpdjqlv3ghegsms0k,0
Me aunt love song ! ! ! ! ! ﻿,2015-05-19T19:05:28.470000,LaiLa Steudle,z12uyzyjxtysunbmn235efxoisv3ena4q04,0
I subscribed < br / > ﻿,2015-05-18T22:19:53.735000,nosa bella,z12jxbfwpnr2u3g1z23sshzxdobre3x0f,1
Check playlist YouTube < br / > ﻿,2015-05-18T21:51:36.079000,C Williams,z13rv5wieu2fdnogl04cdl0bdmjuunpwcnk0k,1
Top three Shakira songs ( choice ) < br / > < br / > 1- Waka Waka ( & # 39 ; time Africa ) < br / > < br / > 2- Can & # 39 ; remember forget < br / > < br / > 3- Empire < br / > < br / > Like comment u like Shakira ﻿,2015-05-16T11:33:22.322000,Lizle Productions,z12yhleh5k2lcxtr304chn2gatiwur3xhz40k,1
Check video YouTube : ﻿,2015-05-14T19:02:59.210000,gamila Khalil,z122tvoquqzuirdhu04cfbfznza2jt05juk0k,1
Check playlist YouTube : Central ﻿,2015-05-12T11:48:27.242000,Nancy Kiragu,z13jgncbqw2cwjroj04cfxjisoyrsj2z4kw0k,1
"If could take time & amp ; spare min read , thank . < br / > < br / > Im rapper , & # 39 ; gon na honest theres thousands maybe even millions < br / > < br / > world many ambition , dedication & amp ; passion. < br / > < br / > I & # 39 ; money huge YouTube advertisements incredible music videos < br / > < br / > im left comments expose music. < br / > < br / > If could take moment give chance ill make believer < br / > < br / > I would love ? nothing loyal following YouTube . For anyone < br / > < br / > Reads could press & quot ; THUMBS UP & quot ; others see it. < br / > < br / > Doing help push closer dream : ) Thank You﻿",2015-05-11T19:01:00.573000,RezAIIDay,z13ri55z2su3xp2v123ie1ywjn31zj0sl,1
please visit channel﻿,2015-05-09T16:51:31.436000,GALAXIAN HD,z13dhjwwakylwb1ed23vd1mpsmnju5n0o,1
Pleas subscribe channel GamezZMTA﻿,2015-05-09T00:09:35.368000,‫انس الغامدي‬‎,z13lwva51nepgdxi404ceffbmqnfgje410c,1
Pleas subscribe channel﻿,2015-05-09T00:08:26.185000,GamezZ MTA,z13axdfy2v21eltyr04cib5jvzz3etij0g0,1
Pleas subscribe GamezZ MTA channel < br / > ﻿,2015-05-09T00:07:53.422000,joory amora,z12rvnaqcprqe1jmt23fynpy0ziidrrzg04,1
cool song check animal trafficking petition. < br / > < href= '' http : //www.thepetitionsite.com/387/433/550/stop-animal-trafficking/ ? cid=headerClick '' > http : //www.thepetitionsite.com/387/433/550/stop-animal-trafficking/ ? cid=headerClick < /a > ﻿,2015-05-08T20:28:10.938000,Simon Morales,z12nsvmo4yrifjeg504cfdvrhm2vt5p4wfg,1
Check video YouTube : ﻿,2015-05-08T01:52:42.291000,Felipe Browne,z13oxjdhkxzqyti1123rvxox2om4fpqqt04,1
Subscribe Win CAP < br / > ☆☆☆☆☆﻿,2015-05-06T07:40:02.079000,CliP ArT shoW,z12ohx343rfzs3nmz22rfnzbkqvqtnxwt04,1
Check playlist YouTube : ﻿,2015-05-06T03:21:12.870000,Pauline Martinez,z13tgdxgmputf1xfk22jjzhqgpi4v3xo104,1
Hey guys love check girl name cause knows dance search ej ba dancing.﻿,2015-05-03T17:20:32.978000,Hawa Bah,z13zhngyrsyeffkvf22cjvtofreiub1lp,1
want win money hopme click < href= '' https : //www.paidverts.com/ref/sihaam01 '' > https : //www.paidverts.com/ref/sihaam01 < /a > & # 39 ; work 100/100﻿,2015-04-30T07:59:41.488000,Si Ham,z131i1xypyunynkci22ijfxr2tuaf1nav04,1
Brazil please subscribe channel love all﻿,2015-04-26T17:36:25.815000,GALAXIAN HD,z13asbvq1n2ttvptn23vd1mpsmnju5n0o,1
Could Spanish people understand ? < br / > < br / > Any way & # 39 ; I subscribe I brake things < br / > < br / > -_-﻿,2015-04-25T19:54:03.298000,Robloxia Asap,z13szlz5sp2zw3fxc04cc3nbhlmjxnphivg0k,1
PLEASSSSSSSSSSSSSSSS SUBSCRIBEEEEEEEEEE MY CHANNNNNNELLL PLZZ﻿,2015-04-25T06:38:00.463000,How To,z133vdcgmrijgrhld22zst0i2nfnvdvxa04,1
