CONTENT,DATE,AUTHOR,COMMENT_ID,CLASS
Check video YouTube : ﻿,,Klaudia Marysol,z125zruy3pfweniga04celt52kjjjxvgik40k,1
Check video YouTube : ﻿,,Rachael Knapp,z133sdliqlyvjldpn04cdxfhltqeen2gtsc0k,1
No-I hate The Way U LIe ! ! ﻿,2015-05-28T17:27:31.425000,susie johnson,z12bdbbiyljvspiop04cgxpzmz3fgn2zppw0k,0
Fuck Eminem . Bieber best & lt ; 3﻿,2015-05-28T17:25:06.652000,Playboy 808,z12ruf1qbzv5xxdqq04cgjmiknmhx1mq314,0
Check playlist YouTube : chcfcvzfzfbvzdr﻿,,Melissa Erhart,z13ss524vpztvf2de23cyz2bmlfbvtcx304,1
Check playlist YouTube : ﻿,,melissa delaney,z13uhpnygtntxr1q104cdb441oz0c5lz3yk0k,1
Im gon na share little ryhme canibus blows eminem away quadrillion times especially categories intelligent things mind . That learned rapped forgot eminem spit first ryme.luv ya linz 4e﻿,,Ben Romanucci,z12hsdhwjqesj54wz04cc5aikwemsrarvak,1
Check video YouTube : ﻿,,kevin alvarado,z12evpx4aliqc1fmp22sifxaiubaxrwre04,1
Check video YouTube < br / > < br / > < br / > ﻿,,mona lavallee,z13gctgbhzitfr1up22axlkztzntfvjzt04,1
CHECK OUT THE NEW REMIX ! ! ! < br / > CLICK CLICK ! ! ﻿,,Daniel Wagemans,z13ktfeorojjx3dbd04cdzngspmlzj5qghs,1
Check playlist YouTube : ﻿,,Greg Porter,z12asj4zop3ktr1le22ac54rmryqg321y,1
I personally never abusive relationship . I probably never . I & # 39 ; hit women . Mom dad used hit mom left . I relate I & # 39 ; writing one moment subscribe hear . EVERY fan counts.﻿,,Chris Faith,z12avrn4pmaaw34bc04cjfhhjvuazn3w0qk0k,1
Love😘❤💖﻿,2015-05-28T16:58:53.855000,sonia prudencio,z12ofn4qmkmadrykm22bw5dgns3cxjcrh04,0
"Haha , I & # 39 ; believe many kids listen Eminem . You kids know drugs ends high jail . I wonder never ended OD . ﻿",2015-05-28T16:09:13.677000,Romulus IV,z130wtjzpzjvzdtrf04cd5e4zpehgro5eoo0k,0
plese subscribe me﻿,,awsome models,z12qslfpnzyytzhfs23sxzpo0zjnibzw404,1
Check video YouTube : ﻿,,Kyle Joyce,z134hvbh0uqsvrhvc22bd5irmlnsxll4f04,1
"Aye homies check remix 50 Cent Your Life Is On The Line started youtube channel ways working hard , give us feed back latest song guys think like show support.﻿",,CypherBrothers,z12vv12yzxuzhnaw104cg3hyboiwyvc4ea0,1
2nd best song im gone & amp ; m﻿,2015-05-28T15:19:53.599000,Lynda Johnson,z13zety5rwintlwlp23jtf5gxtalhlqrx04,0
Check video YouTube : ﻿,,Bryan Carter,z12pivfwewrbghj5504ccf5binmnurn5chg,1
"WE GO FOR 1,000,000,000 FOR EMINEM﻿",2015-05-28T11:47:37.722000,Bo Lanciné MAGASSOUBA,z12ujdnhpwroej3rd04cgrlguunjdnfwmkc0k,0
Eminem Rihanna sing song well.﻿,2015-05-28T07:23:37.637000,Supernatural Kubilay,z12zfn0hzpazglcqa04cel05ixmujrq4ns40k,0
Subscribe Secret videos : D﻿,,Bilinmeyenin Bilinmeyeni,z12mjlfh2wyzzzc3e22sehuzmmjmstlv2,1
Check video YouTube : ﻿,,Janie Musgrove,z13ahxgwpxvqwdc5l04cfx04zujse1vqprc0k,1
Check video YouTube : I & # 39 ; Rhinnah﻿,,Karen Cook,z13agbcrkp34wjdgl04cefs5lvvcxzeoj0s,1
Subscribe clean Eminem !,,ultimatecleanmusic,LneaDw26bFt7RP87Zm4xWaDRwG5SE0XUHC_YBbvPQhQ,1
"Hey youtubers ... { ** } I really appreciate took time , read , I 19 year old boy wants successful musician music world . { ** } I dont money advertise channel , { ** } If could visit channel , comment video subscribe , would great ... . { ** } It seconds life ... .. { ** } Thank u people gave chance l really appreciate",,DJ ROY,LneaDw26bFshLT1-9YrPxWqbLzAdCIz2qsKDoIM2SDY,1
LOVE THE WAY YOU LIE .. & quot ; ﻿,2015-05-28T07:22:25.813000,Puan Sha Zamri,z13dd1easxeqvnjxj04cerrianuqvzhyh3g,0
Check video YouTube : ﻿,,andrewregino1,z12dhdyq0lrxvfnkc23audjzgyjlhjoi204,1
This guy win dollars sleeping ... loves planet full RETARDS,,Pedazo Astur,LneaDw26bFsY5GVSw7Ysrp_qYtM0fQNxxmgXMIejcys,1
Check cover song !,,A Way With Words,LneaDw26bFspn3Az6aidHV7B4bezpM4wwmxPZdnRcI0,1
Check video YouTube : ﻿,,Louis Serano,z13bjd54knqthbzis04cjb5xxsydfhzqejk,1
goot﻿,2015-05-28T06:20:49.335000,Muhamat Agus,z13cxvn4hyjbyjiab04cepiynzaihpmpp24,0
2015 Im still listening ! ﻿,2015-05-28T03:27:18.079000,iSmartKid,z12yzzqoozqieho4x04ci12qbrzhyzyyvjg,0
"How watched Eminem video , beats afraid ? ﻿",2015-05-28T01:55:43.908000,Jodie Jackson,z13fybbinsbfsxkmp22xcdlr1lqjuzi5i04,0
Check channel funny skits ! Thanks !,,themagicmangotree,LneaDw26bFt7AvG8x15igOZvrWApak5Zh5-PPag9YTs,1
hahahahah ♥♥♥♥ : D like vines ? Subscribe daily vines,,AllDailyVines,LneaDw26bFvYw369Q5okcXCmHP7yDxn75UhHEKdI8Kc,1
please read please ! country singer trying become someone . would like videos please . type ... boys round country girl ( computer ) wasting tears e.t . please subscribe like,,Samantha Sawyer,LneaDw26bFsR_suTFQXPd6_Nuv-oikecM7Vx539o-2k,1
Check video YouTube : ﻿,,Tajuanna Davis,z124ipdjxtumszl0c23schdzqpb0xvczx04,1
"GUYS SHARE THIS VIDEO ! ! ! ! ! HE must 1.000.000.000 views Share Facebook , groups , pages ! !",,FreshX,LneaDw26bFscYlZhrdft-O6Q7koeIpT4s4zpkbDHxl4,1
CHECK OUT Eminem - Rap God LYRIC VIDEO,,Wild 'N' Out,LneaDw26bFsrleSoC9hVAdk8QmJCwfmQ1BuBDhQBQ6E,1
Love song﻿,2015-05-28T01:51:54.181000,Alura Patterson,z13durcjdm23ifwo204cfxhzawawsrmps24,0
"Rihana , Love Me . : ( ﻿",2015-05-28T01:47:29.843000,Cristian Sepulveda,z12ied2xrpvuyrhkw224hxphqrzeev5s2,0
like comment type 1337,,Michael J. Cabose,LneaDw26bFuUatkiFUWLUY4JNw8D3HREKe8cD134B3U,1
Is Charlie lost ? < br / > ﻿,2015-05-28T00:59:58.305000,RoyEpperson,z12buhk4iou1g3jl322ts5mzltm4fdhpz04,0
fuck cheats megan fox﻿,2015-05-28T00:13:57.590000,TheSkullcrusher73,z13hcbfavrmgdz5df23nvnewnrbqj31vr,0
megan fox﻿,2015-05-27T23:35:12.915000,Sebastian Martinez,z13ui5tzlzucinaab04chvzqps22cxhznxc0k,0
I love music﻿,2015-05-27T21:01:51.708000,Febe Gonzalez,z13ufngwhsmyedddo23yhp3hroypufsmz,0
like comment type 1337,,Michael J. Cabose,LneaDw26bFv6O3PTavPjpuAqyBikCq_8e6hyf4UjzYU,1
❤❤❤❤❤❤❤﻿,2015-05-27T20:53:19.614000,Laura Da Silva,z13xcrw5xrregt5gu04cg5rrtl3mwdkp33o,0
"hot , hot﻿",2015-05-27T20:37:13.947000,Bayern Franken,z13seb1gkmvqd1qne22ef3uihziwzlpqc04,0
Check video YouTube : ﻿,,Tyler Gilman,z134hfcw5v20ztroh04cjv4aezyaz5lq3zs0k,1
"Wow justin Bieber Better thats buys medication always shares half wited money alfred sadly enough attention hog swamp ass eating disorder filled sassy mice , flaming hot cheetos eat power samurman .",,ViperFoe,LneaDw26bFuiuUSZ-vXu3wz5XEsS6fhI7SHFsSXLcdo,1
fucking song like & # 39 ; n oreo white part good 1﻿,2015-05-27T20:02:52.297000,Jimmy Hopkins,z13oexlyfxivznriw04cdxmqqpmgy3bi5z40k,0
"near one eminems actual best songs , real fans know im talking : Untitled , cold wind blows , welcome 2 hell , elevator , business , wtp , almost famous , 25 life , rock bottom , apologies , song dance , without , way , toy soldiers , mosh insane & lt ; songs top head & # 39 ; better﻿",2015-05-27T19:09:05.210000,Dale Sullivan,z12oyrwohnngydher22nvh2qqvmtcvqo004,0
"Finally someone shares opinion . I & # 39 ; tried really hard like Gangnam style I & # 39 ; , I & # 39 ; even get dance either . A song like popular Gangnam Style , least makes sense .",,volleyballspikerable,LneaDw26bFuP3B-am8XnZ--Od7F-JAwYOX4wwSK6Z64,1
Check Out The New Hot Video By Dante B Called Riled Up,,DanteBTV,LneaDw26bFutstEGU6gC3skDv8gnI8WnvWwvbuw3TP0,1
Check Out The New Hot Video By Dante B Called Riled Up,,DanteBTV,LneaDw26bFvx3P5m9aHNEmwxaQJ2-C9iXQYdJD8fpiA,1
"Still listening , still pleasure﻿",2015-05-27T18:33:10.607000,Ali Baza,z12ithhjbzzhwdmy504cfd4ypkiiizlbg3k,0
▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌ FACEBOOK PASSWORD HACK 2013 ! facebook-pass-hack2013.blogspot.com ONLY 100 % WORKING SOFTWARE FOR HACKING ANY FACEBOOK PASSWORD ! It & # 39 ; FREE download breaks password 10-15 minutes ! 100 % virus free ! For details FREE DOWNLOAD please visit facebook-pass-hack2013.blogspot.com ▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌▌,,Josephine Monti,LneaDw26bFuYQhgPVcKoJxOS7aSiV7l-Ce25QwQEabw,1
I love ! ❤✨﻿,2015-05-27T18:00:23.754000,Aurora Calvanelli,z12ey1yzeo3quba4j04cfri44zazflihkes,0
2010 ? The time past fast ..﻿,2015-05-27T17:47:58.539000,LXZNY,z13qjrqjnqbcvnpeg23lubsaezyzx1wti,0
"Hey everyone , I & # 39 ; Dakoda Bigelow . I & # 39 ; 17 year old singer , rapper producer . I & # 39 ; gained 490,000 views far I really need views , likes subscribers order make . Check brand new music video song So Gone ! Also check new song called Deaf . A moments time would greatly appreciated & # 39 ; regret : ) Please thumbs people see ! Thanks support .",,Dakoda Bigelow,LneaDw26bFsE40L22WKVUqwIkp6g-YbHB2NgDr9DNo8,1
# 2015 FUCK YEAH﻿,2015-05-27T17:38:49.616000,ankan412,z13ddxrp0kv1gb13u22xudej0xrfwjk1f,0
eminem ginius stop ! ﻿,2015-05-27T17:33:07.626000,UserGamer51 _,z134d5u5gkeeudxkj234wpgbxxezi1eb104,0
The rap : cool Rihanna : STTUUPID﻿,2015-05-27T17:10:53.724000,Fill Reseni,z13sgp25fzybg11lc23bhncaipqvgz14q04,0
Just gon na stand hear cry ..﻿,2015-05-27T15:40:48.105000,Amer Amer,z12pxz2gvtrzfntqz04chluidzjvtr0yf04,0
Love﻿,2015-05-27T15:16:59.137000,AliBerk Özer,z12ndfzrsunjyji1522exnrwcl3rt11eh,0
Feels emotions song ... God damn﻿,2015-05-27T09:59:32.192000,King Kunta,z12mw1oyume1vb3by04ci3u5it3pgbbgrng0k,0
u go check j rants vi eminem,,Joden Brett,LneaDw26bFt04z-5gd60QQsZAfjRxMsf7yqOomgDuvg,1
MEGAN FOX AND EMINEM TOGETHER IN A VIDEO DOESNT GET BETTER THAN THAT﻿,2015-05-27T07:44:24.226000,GB REEFAT,z13gi54oqrf2hlkxg04cedchhrnjy13oj4s,0
Check video YouTube : < rel= '' nofollow '' class= '' ot-hashtag '' href= '' https : //plus.google.com/s/ % 23Eminem '' > # Eminem < /a > < rel= '' nofollow '' class= '' ot-hashtag '' href= '' https : //plus.google.com/s/ % 23Lovethewayyoulie '' > # Lovethewayyoulie < /a > < rel= '' nofollow '' class= '' ot-hashtag '' href= '' https : //plus.google.com/s/ % 23RapGod '' > # RapGod < /a > < rel= '' nofollow '' class= '' ot-hashtag '' href= '' https : //plus.google.com/s/ % 23King '' > # King < /a > ﻿,,char mcleod,z13suzmh3uztgzwpo04cczvhfqfyifcawws0k,1
"yo I know nobody probably even read this.. But I ’ gon na type way hope least one person & # 39 ; rapper dream . I know & # 39 ; like 200k world please check music subscribe ? want. ? thanks , I would love nothing decent following youtube.. anyone ? reading could press & quot ; THUMBS UP & quot ; people see simple button press ? could make dream come true = ) Thank You",,101Tele,LneaDw26bFsatnacZXb_S1v2dOV0EyaNuykTxwkPmWg,1
best song﻿,2015-05-27T04:28:42.896000,leslie mendoza,z12ecbfbewzlxxe5u04cjtmhqnzsdvyx1vs0k,0
subscribe feed,,real money,LneaDw26bFtwg5A1ijrcWVqI_5EptEDoyiygIJl5Xp4,1
"EVERYONE GO AND SHARE youtu be/ARkglzjQuP0 ON FB , TWITTER , G+ TO VOTE FOR EMINEM TO BECOME ARTIST OF THE YEAR ON FIRST EVER YOUTUBE MUSIC AWARDS ! ! ! AND GET THIS METHOD TO CHEAT AT INTERNET ROULETTE OUT OF EMINEMS VIDEO ! SHADY ARTIST OF THE YEAR !",,SlimShadyPG,LneaDw26bFtiRx1bZC7n8eZ5ZsRoXrrrfdVu_92PJd4,1
Check Em & # 39 ; dope new song monster : /watch ? v=w6gkM-XNY2M MMLP2 FTW : ),,MegaEvilMonkee,LneaDw26bFu5UYF_PGCmMngzhI9QbSqmuO8zWFK0DCk,1
Check SEXY VIDEO : *,,Adela Korman,LneaDw26bFs8EyO6vOIKjYpRt-sa-JxqbsTjjcbiPaQ,1
Check SEXY VIDEO : *,,Adela Korman,LneaDw26bFuLqTvlvHELy-tdwJHJYoSpv3zRbTj-5SQ,1
Is Charlie lost ? ﻿,2015-05-27T01:47:25.865000,Sean Gormaly,z13acfnbooefdzs4b04chtqjgyu0g5qqmgg,0
Anyone else notice Megan Fox video ? ﻿,2015-05-26T23:58:40.132000,DrAxel81,z13sy3uphtayfrujz04citigxpnfj5c4gk00k,0
Do need instagram followers photo likes ? Check IGBlast.com get em minutes !,,Chuck Norris,LneaDw26bFu5aHCxlCYOFf1hW49mEQ4diJ3yjwxuW3U,1
Check Out The New Hot Video By Dante B Called Riled Up,,DanteBTV,LneaDw26bFv9-vkMJy7kInsCbJzQ8qlJ8oUz9N7WfFQ,1
Check Out The New Hot Video By Dante B Called Riled Up,,DanteBTV,LneaDw26bFsJd_Nwz5Hi7qWxPhPBjDRYOlUjtLgDwsk,1
"yo I know nobody probably even read this.. , Imma type way hope least one person & # 39 ; rapper dream . I know & # 39 ; like 200k world please check music subscribe ? want. ? thanks , I would love nothing decent following youtube.. anyone ? reading could press & quot ; THUMBS UP & quot ; people see simple button press ? could make dream come true = ) Thank You",,101Tele,LneaDw26bFvAsBvYZLuVc3cJCI65rJQ9A-wZAcukfp0,1
"youtube.com/watch ? v=2ASFn9ShgHk & amp ; feature=youtu.be please check song . looking feedback , supporters .",,Anon,LneaDw26bFupwvoW3Go_MqiZr35wklInwfOlKebxCYE,1
WATCH MY VIDEOS AND SUBSCRIBE,,WeTheDopeSquad,LneaDw26bFvnMp5q__XiHBvyky8sw2uF9b-ZfDZi2to,1
: D subscribe daily vines,,AllDailyVines,LneaDw26bFvxF3dtP-JPmr1RRfbcmnhR8cXBDGWcO2M,1
LOVE IT ! ! ! ! ! ! ! ﻿,2015-05-26T22:16:39.932000,Emma Fedorova,z12svjz4pt3sxvser22cgdsbnyfwtn55l04,0
Hay dakota u earned subscribee,,Brandtastic 1080,LneaDw26bFtwtT8_LopWaaxY8Oyx9gsb7cJXYi2g9_E,1
"Listen ... Check Andrew Guasch - Crazy , Sick Flow ... I & # 39 ; dope ... .that & # 39 ; . If like Subscribe , , Ill Aftermath TDE Soon enough . One Love , Peace .",,Andrew Guasch,LneaDw26bFs87f8zCtdgtSzADarWSHU_uPcclXWKxms,1
Check Out The New Hot Video By Dante B Called Riled Up,,DanteBTV,LneaDw26bFt2UN5Rat9A-sFv7kHQK3u5BwCCi0L8W1s,1
I hate rap I like song﻿,2015-05-26T19:46:46.819000,Zach Myers,z13zzjea3lrdfpk3323gttf4qtvwdbuhh04,0
Love way lie - Driveshaft﻿,2015-05-26T18:40:11.037000,Chris Edgar,z13czbe5wuelthefr22uit3o4m32v3f4q04,0
2010 : ( ﻿,2015-05-26T17:26:02.908000,Jakab Norbert,z13pevnyjqyyi1o0a23wtbkiukzfcbz3j,0
"1,000,000 VIEWS NEAR﻿",2015-05-26T17:25:43.332000,Marsonal Carrey,z13xg5zjtp3sfxm4a04cf1bolmzvu154bto0k,0
"You guys check EXTRAORDINARY website called FIREPA.COM . You make money online start working home today I ! I making $ 3,000+ per month FIREPA.COM ! Visit FIREPA.COM check ! Lake . Chillpal . Sturdy . Astauand . Johackle . Chorenn . Ethosien . Changeable . Public . Noxu . Ploosnar . Looplab . Hoppler . Delicious . False . Scitenoa . Locobot . Heartbreaking . Thirsty . Reminiscent",,Jacob Johnson,LneaDw26bFs2gfQVXn0iARlUHD77c23Quer_0vQFKR4,1
song NICE﻿,2015-05-26T17:12:28.337000,Sean Messi Y.,z124ixlgtxrxeliqw04ccr5auumhzbezcbo,0
"You guys check EXTRAORDINARY website called FIREPA.COM . You make money online start working home today I ! I making $ 3,000+ per month FIREPA.COM ! Visit FIREPA.COM check ! Lake . Busyglide . Sasaroo . Sore . Chillpal . Axiomatic . Naperone . Mere . Undesirable . Agreeable . Encouraging . Imperfect . Roasted . Insidious . Modgone . Quickest . Trelod . Keen . Fresh . Economic . Bocilile",,Laura Brown,LneaDw26bFvEU1KP4pLe6ZX7ShycVVArHO-hQyOPKYI,1
Sick Music sick females﻿,2015-05-26T17:09:09.703000,acgillespie,z12vilga4u3yjpvse23pst05vsy0xtikh,0
"You guys check EXTRAORDINARY website called MONEYGQ.COM . You make money online start working home today I ! I making $ 3,000+ per month MONEYGQ.COM ! Visit MONEYGQ.COM check ! Lake . Victorious . Luxuriant . Alcoholic . Responsible . Unbiased . Yoffa . Ociramma . Ociramma . Handsome . Arrowgance . Mizuxe . Boaconic . Sophisticated . Ill-fated . Spourmo . Chubby . Hioffpo . Probable . Singlewave",,Jacob Johnson,LneaDw26bFugQanw0UtVOqzEgWt6mBD0k6SsEV7u968,1
LOVE TROP FORT VOTRE clip﻿,2015-05-26T16:53:49.753000,Sylvie Clinkemaillie,z13gy34yyoexwhe2k23bwbb45pmoynthn04,0
"You guys check EXTRAORDINARY website called MONEYGQ.COM . You make money online start working home today I ! I making $ 3,000+ per month MONEYGQ.COM ! Visit MONEYGQ.COM check ! Lake . Waratel . Misty . Exciting . Swoquix . Acaer . Chillpal . Tupacase . Arrowgance . Lively . Hard . Idiotic . Bored . Cool . Ablaze . Crabby . Aloidia . Cheilith . Feandra . Useless . Ploosnar",,Jacob Johnson,LneaDw26bFvpsz7rRi--uuuhcXD8DdMabES0ZpcLQlQ,1
"You guys check EXTRAORDINARY website called MONEYGQ.COM . You make money online start working home today I ! I making $ 3,000+ per month MONEYGQ.COM ! Visit MONEYGQ.COM check ! Lake . Ignorant . Wavefire . Reiltas . Astauand . Skizzle . Jovaphile . Swooflia . Grynn . Excellent . Slimy . Gabby . Nalpure . Lucky . Glozzom . Depressed . Better . Deep . Sinpad . Stereotyped . Toximble",,Laura Brown,LneaDw26bFsyF8tOZ0xw7y8WVG6yqAbDgX-tObOFJHo,1
Eminem et Rihana trop belle chanson﻿,2015-05-26T16:14:09.434000,Maeva Bahlouli,z12wxljzemu3y5op504chzxqwkqkezor5nw0k,0
song better monster eminem﻿,2015-05-26T15:26:55.753000,awsome6948,z12ts5g4zmekx3jxu04ce5wbesfkx1lrhxo0k,0
He good boy ! ! ! < br / > I krean I like eminem~ ! ~﻿,2015-05-26T12:19:29.771000,호성나,z13hdld4pqabztczx04cgvka1wnvtlxaxqk0k,0
wonderful﻿,2015-05-26T11:23:52.048000,This Hans,z12rfprhgnipxnlhy04cifqgxkjaydsw0b4,0
"You guys check EXTRAORDINARY website called MONEYGQ.COM . You make money online start working home today I ! I making $ 3,000+ per month MONEYGQ.COM ! Visit MONEYGQ.COM check ! Lake . Magnificent . Noodile . Unequaled . Moderock . Gogopo . Lulerain . Olielle . Zesty . Laughable . Accidental . Pepelexa . Delightful . Wiry . Toogit . Uncovered . Chesture . Woozy . Adhoc . Weak . Shallow",,Laura Brown,LneaDw26bFsBtfre7-TAAB3E03wBGNFYTtG5EG4-Zq8,1
Share Eminem & # 39 ; Artist Year video win . We could see performance acceptance speech . Like comment everyone see . 2014 = Year Eminem,,spamworld2009,LneaDw26bFtg4S7L4GethprEUChZq3UF60r8hc2sHYE,1
watch ? v=ARkglzjQuP0 Like comment share video Em win ! ! ! # YTMA,,spamworld2009,LneaDw26bFvF20ISV3_bAs2_rN15DyE6cTqB-iNAgkY,1
Check video YouTube : < br / > < br / > Eminem amazing . ﻿,,01FLHT,z12oipfxfzrndpzvj22ae30gytqufhgrl04,1
awesome song ever﻿,2015-05-26T10:35:10.230000,manish srinivas,z13oulsz0uzyxflr304cjds5jqbmej1b3mg0k,0
love﻿,2015-05-26T08:41:13.177000,Rufus Korovina,z124hrlillzaw1tpm04cj544rn3ny5zwfmg0k,0
No long paragraph check song called & quot ; Fire & quot ; .,,FrostByteRaines,LneaDw26bFvwR9MSGUFzCNBEu-3vlO52N93p9T4CRcM,1
Check video YouTube : ﻿,,Amy Eller,z12yvpqranrjy3gzk04cf1qbrxrpiforz34,1
Check video YouTube : < href= '' http : //www.youtube.com/user/jlimvuth '' > http : //www.youtube.com/user/jlimvuth < /a > ... Eminem ft Rihanna - Love way lie﻿,,James Lim,z13fsfeyruulsxerl04ch1aatpbhv31z32c,1
"guys know , & # 39 ; part two song ! : D﻿",2015-05-26T07:39:34.920000,sparkle princess,z13xx5w52svttd3lt23kijvwqtvph5m3l,0
